id_event,id_article,article_bias,id_sentence,sentence_text,bias_score
1,2.0,4,6,Billings said he was called to the scene around 7:30 p.m.,0
1,2.0,4,7,"Authorities discovered Johnson's body in front of his truck and a 40-caliber semi-automatic handgun nearby, he said.",1
1,2.0,4,8,CNN has reached out to the Bullitt County Sheriff's Office and the Kentucky governor's office but has not heard back.,0
1,2.0,4,9,"His accuser said the alleged sexual assault took place in the early hours of New Year's Day in 2013 when she was 17, according to the center's explosive investigative report published Monday.",0
1,2.0,4,10,"The accuser, identified as Maranda Richmond, is now 21.",1
1,2.0,4,11,"She said she was staying in a living area of Louisville's Heart of Fire Church, where Johnson was pastor, when he drunkenly kissed and fondled her underneath her clothes, according to the investigative report.",0
1,2.0,4,12,"The center got its hands on police documents about the accusations and interviewed Richmond, leading to its story on how Johnson allegedly forced himself on her when she was a teenager.",0
1,2.0,4,13,"Johnson denied the allegations, a day after the center published its report, saying Richmond was motivated by his political opponents.",0
1,2.0,4,14,"""This allegation concerning this young girl absolutely has no merit,"" he said.",1
1,2.0,4,15,"""As a matter of fact, some of this I heard yesterday for the first time as I read the story.""",0
1,2.0,4,16,"The same day Johnson held a news conference, Louisville detectives reopened the investigation, according to the Kentucky Center for Investigative Reporting.",0
1,2.0,4,17,"Johnson posted a message on his Facebook page Wednesday evening, saying the accusations ""are false"" and ""only God knows the truth.""",0
1,2.0,4,18,The post appears to have been deleted.,0
1,2.0,4,19,"""GOD and only GOD knows the truth, nothing is the way they make it out to be.",0
1,2.0,3,t,Kentucky lawmaker Dan Johnson killed himself after sexual assault allegations,1
1,2.0,3,0,"(CNN) A Kentucky lawmaker accused of sexually assaulting a teenage girl in 2013 killed himself Wednesday, officials say, a day after he denied the allegations.",0
1,2.0,3,1,"Republican state Rep. Dan Johnson was found dead of a single gunshot wound near Mount Washington, Bullitt County Coroner Dave Billings said.",1
1,2.0,3,2,"Johnson drove onto a bridge in a rural area southeast of Louisville, parked and shot himself in front of his car, Sheriff Donnie Tinnell told CNN affiliate WDRB",1
1,2.0,3,3,"Billings ruled Johnson's death a suicide on Thursday after an autopsy, Deputy Coroner Clayton Brunson said.",1
1,2.0,3,4,"Shortly before his death, Johnson posted a rambling message on social media, denying the sexual assault allegations and urging his family to stay strong for his wife.",1
1,2.0,3,5,"Relatives became concerned after seeing the post and reached out to law enforcement, who pinged Johnson's phone and later discovered his body, according to Billings.",0
1,2.0,3,6,Billings said he was called to the scene around 7:30 p.m.,1
1,2.0,3,7,"Authorities discovered Johnson's body in front of his truck and a 40-caliber semi-automatic handgun nearby, he said.",1
1,2.0,3,8,CNN has reached out to the Bullitt County Sheriff's Office and the Kentucky governor's office but has not heard back.,1
1,2.0,3,9,"His accuser said the alleged sexual assault took place in the early hours of New Year's Day in 2013 when she was 17, according to the center's explosive investigative report published Monday.",1
1,2.0,3,10,"The accuser, identified as Maranda Richmond, is now 21.",0
1,2.0,3,11,"She said she was staying in a living area of Louisville's Heart of Fire Church, where Johnson was pastor, when he drunkenly kissed and fondled her underneath her clothes, according to the investigative report.",1
1,2.0,3,12,"The center got its hands on police documents about the accusations and interviewed Richmond, leading to its story on how Johnson allegedly forced himself on her when she was a teenager.",1
1,2.0,3,13,"Johnson denied the allegations, a day after the center published its report, saying Richmond was motivated by his political opponents.",1
1,2.0,3,14,"""This allegation concerning this young girl absolutely has no merit,"" he said.",1
1,2.0,3,15,"""As a matter of fact, some of this I heard yesterday for the first time as I read the story.""",1
1,2.0,3,16,"The same day Johnson held a news conference, Louisville detectives reopened the investigation, according to the Kentucky Center for Investigative Reporting.",1
1,2.0,3,17,"Johnson posted a message on his Facebook page Wednesday evening, saying the accusations ""are false"" and ""only God knows the truth.""",0
1,2.0,3,18,The post appears to have been deleted.,1
1,2.0,3,19,"""GOD and only GOD knows the truth, nothing is the way they make it out to be.",1
1,2.0,2,t,Kentucky lawmaker Dan Johnson killed himself after sexual assault allegations,1
1,2.0,2,0,"(CNN) A Kentucky lawmaker accused of sexually assaulting a teenage girl in 2013 killed himself Wednesday, officials say, a day after he denied the allegations.",0
1,2.0,2,1,"Republican state Rep. Dan Johnson was found dead of a single gunshot wound near Mount Washington, Bullitt County Coroner Dave Billings said.",1
1,2.0,2,2,"Johnson drove onto a bridge in a rural area southeast of Louisville, parked and shot himself in front of his car, Sheriff Donnie Tinnell told CNN affiliate WDRB",0
1,2.0,2,3,"Billings ruled Johnson's death a suicide on Thursday after an autopsy, Deputy Coroner Clayton Brunson said.",1
1,2.0,2,4,"Shortly before his death, Johnson posted a rambling message on social media, denying the sexual assault allegations and urging his family to stay strong for his wife.",1
1,2.0,2,5,"Relatives became concerned after seeing the post and reached out to law enforcement, who pinged Johnson's phone and later discovered his body, according to Billings.",1
1,2.0,2,6,Billings said he was called to the scene around 7:30 p.m.,0
1,2.0,2,7,"Authorities discovered Johnson's body in front of his truck and a 40-caliber semi-automatic handgun nearby, he said.",1
1,2.0,2,8,CNN has reached out to the Bullitt County Sheriff's Office and the Kentucky governor's office but has not heard back.,1
1,2.0,2,9,"His accuser said the alleged sexual assault took place in the early hours of New Year's Day in 2013 when she was 17, according to the center's explosive investigative report published Monday.",0
1,2.0,2,10,"The accuser, identified as Maranda Richmond, is now 21.",0
1,2.0,2,11,"She said she was staying in a living area of Louisville's Heart of Fire Church, where Johnson was pastor, when he drunkenly kissed and fondled her underneath her clothes, according to the investigative report.",1
1,2.0,2,12,"The center got its hands on police documents about the accusations and interviewed Richmond, leading to its story on how Johnson allegedly forced himself on her when she was a teenager.",1
1,2.0,2,13,"Johnson denied the allegations, a day after the center published its report, saying Richmond was motivated by his political opponents.",1
1,2.0,2,14,"""This allegation concerning this young girl absolutely has no merit,"" he said.",0
1,2.0,2,15,"""As a matter of fact, some of this I heard yesterday for the first time as I read the story.""",0
1,2.0,2,16,"The same day Johnson held a news conference, Louisville detectives reopened the investigation, according to the Kentucky Center for Investigative Reporting.",1
1,2.0,2,17,"Johnson posted a message on his Facebook page Wednesday evening, saying the accusations ""are false"" and ""only God knows the truth.""",0
1,2.0,2,18,The post appears to have been deleted.,1
1,2.0,2,19,"""GOD and only GOD knows the truth, nothing is the way they make it out to be.",0
1,2.0,3,t,Kentucky lawmaker Dan Johnson killed himself after sexual assault allegations,1
1,2.0,3,0,"(CNN) A Kentucky lawmaker accused of sexually assaulting a teenage girl in 2013 killed himself Wednesday, officials say, a day after he denied the allegations.",1
1,2.0,3,1,"Republican state Rep. Dan Johnson was found dead of a single gunshot wound near Mount Washington, Bullitt County Coroner Dave Billings said.",1
1,2.0,3,2,"Johnson drove onto a bridge in a rural area southeast of Louisville, parked and shot himself in front of his car, Sheriff Donnie Tinnell told CNN affiliate WDRB",0
1,2.0,3,3,"Billings ruled Johnson's death a suicide on Thursday after an autopsy, Deputy Coroner Clayton Brunson said.",1
1,2.0,3,4,"Shortly before his death, Johnson posted a rambling message on social media, denying the sexual assault allegations and urging his family to stay strong for his wife.",1
1,2.0,3,5,"Relatives became concerned after seeing the post and reached out to law enforcement, who pinged Johnson's phone and later discovered his body, according to Billings.",0
1,2.0,3,6,Billings said he was called to the scene around 7:30 p.m.,0
1,2.0,3,7,"Authorities discovered Johnson's body in front of his truck and a 40-caliber semi-automatic handgun nearby, he said.",1
1,2.0,3,8,CNN has reached out to the Bullitt County Sheriff's Office and the Kentucky governor's office but has not heard back.,0
1,2.0,3,9,"His accuser said the alleged sexual assault took place in the early hours of New Year's Day in 2013 when she was 17, according to the center's explosive investigative report published Monday.",0
1,2.0,3,10,"The accuser, identified as Maranda Richmond, is now 21.",0
1,2.0,3,11,"She said she was staying in a living area of Louisville's Heart of Fire Church, where Johnson was pastor, when he drunkenly kissed and fondled her underneath her clothes, according to the investigative report.",0
1,2.0,3,12,"The center got its hands on police documents about the accusations and interviewed Richmond, leading to its story on how Johnson allegedly forced himself on her when she was a teenager.",0
1,2.0,3,13,"Johnson denied the allegations, a day after the center published its report, saying Richmond was motivated by his political opponents.",0
1,2.0,3,14,"""This allegation concerning this young girl absolutely has no merit,"" he said.",0
1,2.0,3,15,"""As a matter of fact, some of this I heard yesterday for the first time as I read the story.""",0
1,2.0,3,16,"The same day Johnson held a news conference, Louisville detectives reopened the investigation, according to the Kentucky Center for Investigative Reporting.",0
1,2.0,3,17,"Johnson posted a message on his Facebook page Wednesday evening, saying the accusations ""are false"" and ""only God knows the truth.""",0
1,2.0,3,18,The post appears to have been deleted.,0
1,2.0,3,19,"""GOD and only GOD knows the truth, nothing is the way they make it out to be.",0
1,3.0,1,t,"Dan Johnson, Kentucky lawmaker who killed himself, claimed he raised woman from the dead",0
1,3.0,1,0,"The Kentucky preacher-turned-politician who killed himself after being accused of molesting a teenager claimed he once raised a woman ""from the dead.""",1
1,3.0,1,1,State Rep. Dan Johnson also declared that he watched the second hijacked plane slam into the World Trade Center from his hotel room and spent the next two weeks blessing bodies as they were removed from the ruins at a morgue he set up at Ground Zero.,0
1,3.0,1,2,"Johnson also boasted about being a White House chaplain for both Bush presidents and Bill Clinton, and professed to have been a peacemaker in Los Angeles during the 1992 Rodney King riots.",0
1,3.0,1,3,"These were some of the unlikely stories that ""Bishop Johnson"" posted on the web site of his Heart of Fire Church, in a rural county south of Louisville.",1
1,3.0,1,4,Those tales were largely debunked in a Kentucky Center for Investigative Reporting expose that revealed that Johnson was accused by a then 17-year-old Maranda Richmond of drunkenly sexually assaulting her on New Year's Eve 2012.,0
1,3.0,1,5,"Johnson, a 57-year-old Republican who represented mostly rural Bullitt County, denied the allegation Tuesday during a news conference at his church.",0
1,3.0,1,6,He also defied bipartisan calls for him to resign.,0
1,3.0,1,7,"""This allegation concerning this lady, this young girl, absolutely has no merit, these are unfounded accusations, totally,"" he said.",0
1,3.0,1,8,"But a little after 7 p.m. Wednesday, Johnson killed himself with a gunshot to the head, police said, about two hours after posting another strident denial on a since-deleted Facebook post in which he also wrote that post-traumatic stress disorder fro",0
1,3.0,1,9,"""I cannot handle it any longer .",1
1,3.0,1,10,"BUT HEAVEN IS MY HOME,"" he wrote.",0
1,3.0,1,11,"Not long after his death was ruled a suicide, Johnson's wife, Rebecca, who is the ""pastor"" of their church, announced Thursday that she will run for his seat and called her husband's death a ""high-tech lynching based on lies and half-truths.""",1
1,3.0,1,12,KCIP found that Johnson's claim that he had brought a dead woman back to life while serving as a missionary in South America was based on a letter written by another preacher who admitted he hadn't seen the supposed miracle and only heard about it.,0
1,3.0,1,13,"And while the Kentucky reporters found records that placed Johnson in New York City on or around 9/11, it's unlikely he watched a plane crash into one of the Twin Towers from ""The New Yorker Hotel,"" as he claimed on the web site.",0
1,3.0,1,14,"The Wyndham New Yorker Hotel is not a mile away, as Johnson wrote.",0
1,3.0,1,15,"It's about three miles north of Ground Zero, in Midtown Manhattan.",1
1,3.0,1,16,"Before his suicide, Johnson made national news during his campaign for posting racist remarks online about former President Barack Obama and Michelle Obama.",1
1,3.0,1,17,That didn't stop him from getting elected last year in an overwhelmingly white and conservative corner of Kentucky.,1
1,3.0,1,18,"Johnson claimed to have a ""doctorate of divinity"" from a Des Moines, Iowa, bible school.",0
1,3.0,1,19,The Kentucky Center for Investigative Reporting found no evidence to support that.,1
1,3.0,3,t,"Dan Johnson, Kentucky lawmaker who killed himself, claimed he raised woman from the dead",1
1,3.0,3,0,"The Kentucky preacher-turned-politician who killed himself after being accused of molesting a teenager claimed he once raised a woman ""from the dead.""",1
1,3.0,3,1,State Rep. Dan Johnson also declared that he watched the second hijacked plane slam into the World Trade Center from his hotel room and spent the next two weeks blessing bodies as they were removed from the ruins at a morgue he set up at Ground Zero.,0
1,3.0,3,2,"Johnson also boasted about being a White House chaplain for both Bush presidents and Bill Clinton, and professed to have been a peacemaker in Los Angeles during the 1992 Rodney King riots.",1
1,3.0,3,3,"These were some of the unlikely stories that ""Bishop Johnson"" posted on the web site of his Heart of Fire Church, in a rural county south of Louisville.",1
1,3.0,3,4,Those tales were largely debunked in a Kentucky Center for Investigative Reporting expose that revealed that Johnson was accused by a then 17-year-old Maranda Richmond of drunkenly sexually assaulting her on New Year's Eve 2012.,1
1,3.0,3,5,"Johnson, a 57-year-old Republican who represented mostly rural Bullitt County, denied the allegation Tuesday during a news conference at his church.",1
1,3.0,3,6,He also defied bipartisan calls for him to resign.,1
1,3.0,3,7,"""This allegation concerning this lady, this young girl, absolutely has no merit, these are unfounded accusations, totally,"" he said.",0
1,3.0,3,8,"But a little after 7 p.m. Wednesday, Johnson killed himself with a gunshot to the head, police said, about two hours after posting another strident denial on a since-deleted Facebook post in which he also wrote that post-traumatic stress disorder fro",1
1,3.0,3,9,"""I cannot handle it any longer .",1
1,3.0,3,10,"BUT HEAVEN IS MY HOME,"" he wrote.",1
1,3.0,3,11,"Not long after his death was ruled a suicide, Johnson's wife, Rebecca, who is the ""pastor"" of their church, announced Thursday that she will run for his seat and called her husband's death a ""high-tech lynching based on lies and half-truths.""",1
1,3.0,3,12,KCIP found that Johnson's claim that he had brought a dead woman back to life while serving as a missionary in South America was based on a letter written by another preacher who admitted he hadn't seen the supposed miracle and only heard about it.,1
1,3.0,3,13,"And while the Kentucky reporters found records that placed Johnson in New York City on or around 9/11, it's unlikely he watched a plane crash into one of the Twin Towers from ""The New Yorker Hotel,"" as he claimed on the web site.",0
1,3.0,3,14,"The Wyndham New Yorker Hotel is not a mile away, as Johnson wrote.",1
1,3.0,3,15,"It's about three miles north of Ground Zero, in Midtown Manhattan.",1
1,3.0,3,16,"Before his suicide, Johnson made national news during his campaign for posting racist remarks online about former President Barack Obama and Michelle Obama.",1
1,3.0,3,17,That didn't stop him from getting elected last year in an overwhelmingly white and conservative corner of Kentucky.,1
1,3.0,3,18,"Johnson claimed to have a ""doctorate of divinity"" from a Des Moines, Iowa, bible school.",1
1,3.0,3,19,The Kentucky Center for Investigative Reporting found no evidence to support that.,1
1,3.0,3,t,"Dan Johnson, Kentucky lawmaker who killed himself, claimed he raised woman from the dead",1
1,3.0,3,0,"The Kentucky preacher-turned-politician who killed himself after being accused of molesting a teenager claimed he once raised a woman ""from the dead.""",1
1,3.0,3,1,State Rep. Dan Johnson also declared that he watched the second hijacked plane slam into the World Trade Center from his hotel room and spent the next two weeks blessing bodies as they were removed from the ruins at a morgue he set up at Ground Zero.,1
1,3.0,3,2,"Johnson also boasted about being a White House chaplain for both Bush presidents and Bill Clinton, and professed to have been a peacemaker in Los Angeles during the 1992 Rodney King riots.",1
1,3.0,3,3,"These were some of the unlikely stories that ""Bishop Johnson"" posted on the web site of his Heart of Fire Church, in a rural county south of Louisville.",0
1,3.0,3,4,Those tales were largely debunked in a Kentucky Center for Investigative Reporting expose that revealed that Johnson was accused by a then 17-year-old Maranda Richmond of drunkenly sexually assaulting her on New Year's Eve 2012.,1
1,3.0,3,5,"Johnson, a 57-year-old Republican who represented mostly rural Bullitt County, denied the allegation Tuesday during a news conference at his church.",0
1,3.0,3,6,He also defied bipartisan calls for him to resign.,0
1,3.0,3,7,"""This allegation concerning this lady, this young girl, absolutely has no merit, these are unfounded accusations, totally,"" he said.",1
1,3.0,3,8,"But a little after 7 p.m. Wednesday, Johnson killed himself with a gunshot to the head, police said, about two hours after posting another strident denial on a since-deleted Facebook post in which he also wrote that post-traumatic stress disorder fro",1
1,3.0,3,9,"""I cannot handle it any longer .",0
1,3.0,3,10,"BUT HEAVEN IS MY HOME,"" he wrote.",1
1,3.0,3,11,"Not long after his death was ruled a suicide, Johnson's wife, Rebecca, who is the ""pastor"" of their church, announced Thursday that she will run for his seat and called her husband's death a ""high-tech lynching based on lies and half-truths.""",1
1,3.0,3,12,KCIP found that Johnson's claim that he had brought a dead woman back to life while serving as a missionary in South America was based on a letter written by another preacher who admitted he hadn't seen the supposed miracle and only heard about it.,0
1,3.0,3,13,"And while the Kentucky reporters found records that placed Johnson in New York City on or around 9/11, it's unlikely he watched a plane crash into one of the Twin Towers from ""The New Yorker Hotel,"" as he claimed on the web site.",1
1,3.0,3,14,"The Wyndham New Yorker Hotel is not a mile away, as Johnson wrote.",0
1,3.0,3,15,"It's about three miles north of Ground Zero, in Midtown Manhattan.",1
1,3.0,3,16,"Before his suicide, Johnson made national news during his campaign for posting racist remarks online about former President Barack Obama and Michelle Obama.",1
1,3.0,3,17,That didn't stop him from getting elected last year in an overwhelmingly white and conservative corner of Kentucky.,1
1,3.0,3,18,"Johnson claimed to have a ""doctorate of divinity"" from a Des Moines, Iowa, bible school.",0
1,3.0,3,19,The Kentucky Center for Investigative Reporting found no evidence to support that.,0
1,3.0,3,t,"Dan Johnson, Kentucky lawmaker who killed himself, claimed he raised woman from the dead",1
1,3.0,3,0,"The Kentucky preacher-turned-politician who killed himself after being accused of molesting a teenager claimed he once raised a woman ""from the dead.""",1
1,3.0,3,1,State Rep. Dan Johnson also declared that he watched the second hijacked plane slam into the World Trade Center from his hotel room and spent the next two weeks blessing bodies as they were removed from the ruins at a morgue he set up at Ground Zero.,1
1,3.0,3,2,"Johnson also boasted about being a White House chaplain for both Bush presidents and Bill Clinton, and professed to have been a peacemaker in Los Angeles during the 1992 Rodney King riots.",0
1,3.0,3,3,"These were some of the unlikely stories that ""Bishop Johnson"" posted on the web site of his Heart of Fire Church, in a rural county south of Louisville.",0
