id_event,id_article,article_bias,id_sentence,sentence_text,bias_score
3,24.0,3,1,Editor's note: This video contains strong language.,0
3,24.0,3,2,(Reuters),0
3,24.0,3,3,"At a political rally for Sen. Luther Strange (R-Ala.), President Trump called on NFL owners to fire players who kneel during the national anthem as a form of protest.",1
3,24.0,3,4,Editor's note: This video contains strong language.,0
3,24.0,3,5,(Reuters),0
3,24.0,3,6,How the NFL responds to Donald Trump's spit-foaming is hardly a test case for whether the republic will stand.,1
3,24.0,3,7,"Nevertheless, the league is a maker of manners in this country, so it means something that Commissioner Roger Goodell and others are getting it right, striking the perfect calm but resistant tone in response to Trump's gutter-mouthing, a tone that sa",1
3,24.0,3,8,"The NFL, faced with whether to play to the basest instincts of the audience, declined.",1
3,24.0,3,9,It adhered to civility.,0
3,24.0,3,10,"The league is apparently unifying around the notion that, whatever side you may be on in the siege-controversy over NFL players kneeling during the anthem to protest racial injustice, whether you see it as a matter of patriotism, activism or some ta",1
3,24.0,3,11,[Trump turns sports into a political battleground with comments on NFL and Steph Curry],1
3,24.0,3,12,Who knows what Trump's real gripe is with the NFL.,1
3,24.0,3,13,Maybe he's still angry that owners denied him entry to their club years ago.,0
3,24.0,3,14,Or maybe Colin Kaepernick's mute but unrepentant protest really arouses his spittle.,0
3,24.0,3,15,"Or maybe he's just creating an ""Are you not entertained!""",0
3,24.0,3,16,"circus-maximus spectacle by bull-baiting a wealthy league that is easy to resent by cash-strapped, job-insecure fans.",1
3,24.0,3,17,"Regardless, Trump misreads what Americans love about the NFL.",1
3,24.0,3,18,"It's beloved not so much for its violence or crudity, but rather the skill that results in violence averted.",0
3,24.0,3,19,"It's a game, ultimately, of restraint.",1
3,24.0,3,t,What President Trump doesn't get about the NFL,1
3,24.0,3,0,"At a political rally for Sen. Luther Strange (R-Ala.), President Trump called on NFL owners to fire players who kneel during the national anthem as a form of protest.",0
3,24.0,3,1,Editor's note: This video contains strong language.,0
3,24.0,3,2,(Reuters),0
3,24.0,3,3,"At a political rally for Sen. Luther Strange (R-Ala.), President Trump called on NFL owners to fire players who kneel during the national anthem as a form of protest.",0
3,24.0,3,4,Editor's note: This video contains strong language.,0
3,24.0,3,5,(Reuters),0
3,24.0,3,6,How the NFL responds to Donald Trump's spit-foaming is hardly a test case for whether the republic will stand.,1
3,24.0,3,7,"Nevertheless, the league is a maker of manners in this country, so it means something that Commissioner Roger Goodell and others are getting it right, striking the perfect calm but resistant tone in response to Trump's gutter-mouthing, a tone that sa",1
3,24.0,3,8,"The NFL, faced with whether to play to the basest instincts of the audience, declined.",0
3,24.0,3,9,It adhered to civility.,0
3,24.0,3,10,"The league is apparently unifying around the notion that, whatever side you may be on in the siege-controversy over NFL players kneeling during the anthem to protest racial injustice, whether you see it as a matter of patriotism, activism or some ta",1
3,24.0,3,11,[Trump turns sports into a political battleground with comments on NFL and Steph Curry],1
3,24.0,3,12,Who knows what Trump's real gripe is with the NFL.,1
3,24.0,3,13,Maybe he's still angry that owners denied him entry to their club years ago.,1
3,24.0,3,14,Or maybe Colin Kaepernick's mute but unrepentant protest really arouses his spittle.,1
3,24.0,3,15,"Or maybe he's just creating an ""Are you not entertained!""",0
3,24.0,3,16,"circus-maximus spectacle by bull-baiting a wealthy league that is easy to resent by cash-strapped, job-insecure fans.",1
3,24.0,3,17,"Regardless, Trump misreads what Americans love about the NFL.",1
3,24.0,3,18,"It's beloved not so much for its violence or crudity, but rather the skill that results in violence averted.",1
3,24.0,3,19,"It's a game, ultimately, of restraint.",1
3,24.0,3,t,What President Trump doesn't get about the NFL,0
3,24.0,3,0,"At a political rally for Sen. Luther Strange (R-Ala.), President Trump called on NFL owners to fire players who kneel during the national anthem as a form of protest.",0
3,24.0,3,1,Editor's note: This video contains strong language.,0
3,24.0,3,2,(Reuters),0
3,24.0,3,3,"At a political rally for Sen. Luther Strange (R-Ala.), President Trump called on NFL owners to fire players who kneel during the national anthem as a form of protest.",0
3,24.0,3,4,Editor's note: This video contains strong language.,0
3,24.0,3,5,(Reuters),0
3,24.0,3,6,How the NFL responds to Donald Trump's spit-foaming is hardly a test case for whether the republic will stand.,1
3,24.0,3,7,"Nevertheless, the league is a maker of manners in this country, so it means something that Commissioner Roger Goodell and others are getting it right, striking the perfect calm but resistant tone in response to Trump's gutter-mouthing, a tone that sa",1
3,24.0,3,8,"The NFL, faced with whether to play to the basest instincts of the audience, declined.",0
3,24.0,3,9,It adhered to civility.,0
3,24.0,3,10,"The league is apparently unifying around the notion that, whatever side you may be on in the siege-controversy over NFL players kneeling during the anthem to protest racial injustice, whether you see it as a matter of patriotism, activism or some ta",1
3,24.0,3,11,[Trump turns sports into a political battleground with comments on NFL and Steph Curry],1
3,24.0,3,12,Who knows what Trump's real gripe is with the NFL.,1
3,24.0,3,13,Maybe he's still angry that owners denied him entry to their club years ago.,1
3,24.0,3,14,Or maybe Colin Kaepernick's mute but unrepentant protest really arouses his spittle.,0
3,24.0,3,15,"Or maybe he's just creating an ""Are you not entertained!""",1
3,24.0,3,16,"circus-maximus spectacle by bull-baiting a wealthy league that is easy to resent by cash-strapped, job-insecure fans.",1
3,24.0,3,17,"Regardless, Trump misreads what Americans love about the NFL.",0
3,24.0,3,18,"It's beloved not so much for its violence or crudity, but rather the skill that results in violence averted.",0
3,24.0,3,19,"It's a game, ultimately, of restraint.",0
3,25.0,3,t,The President Demands Silence From Colin Kaepernick,1
3,25.0,3,0,"President Trump showed an awkward sense of timing in denouncing Colin Kaepernick, the former Super Bowl quarterback who last season began kneeling during the national anthem to protest police injustice against minorities.",1
3,25.0,3,1,He tweeted on Saturday:,1
3,25.0,3,2,"His demand for Mr. Kaepernick's silence came two days after The New York Times reported on another form of silence that comes with the privilege of dedicating your life, breaking your body and soul, to be in the N.F.L.",0
3,25.0,3,3,"Doctors, it said, had found a severe level of the degenerative brain disease chronic traumatic encephalopathy, or C.T.E., in Aaron Hernandez, the 27-year-old former New England Patriot who committed suicide in April while imprisoned on a murder sente",1
3,25.0,3,4,His brain showed the kind of damage usually seen in players in their 60s.,1
3,25.0,3,5,C.T.E.,1
3,25.0,3,6,'s toll on players' health - a recent survey found C.T.E.,1
3,25.0,3,7,in the brains of 110 of 111 former N.F.L.,1
3,25.0,3,8,players examined - was of no concern to Mr. Trump.,1
3,25.0,3,9,"At a political rally in Alabama on Friday, the president complained about referees penalizing teams for excessive violence.",1
3,25.0,3,10,"Demonstrating with his fists colliding, he referred to a ""beautiful tackle"" that earned a 15-yard penalty.",1
3,25.0,3,11,"""They're ruining the game,"" he said.",1
3,25.0,3,12,"He dismissed a fear that has led thousands of parents to keep their children from playing football, as casually as he disregarded the fears of Mr. Kaepernick for the safety and dignity of young black and Hispanic men off the field.",0
3,25.0,3,13,"""Wouldn't you love to see one of these N.F.L.",1
3,25.0,3,14,"owners, when somebody disrespects our flag, to say, 'Get that son of a bitch off the field right now, out, he's fired,' "" he said at Friday's rally.",1
3,25.0,3,15,Mr. Kaepernick has essentially gotten that message already from the Trump-loving owners of N.F.L.,1
3,25.0,3,16,"teams, none of whom have even offered him a backup position despite a striking level of mediocrity among even many starting quarterbacks.",1
3,25.0,3,17,But the president was not just speaking to Mr. Kaepernick.,1
3,25.0,3,18,His message was to anyone who would protest racial injustice or inequity.,1
3,25.0,3,19,Shut up.,1
3,25.0,3,t,The President Demands Silence From Colin Kaepernick,1
3,25.0,3,0,"President Trump showed an awkward sense of timing in denouncing Colin Kaepernick, the former Super Bowl quarterback who last season began kneeling during the national anthem to protest police injustice against minorities.",1
3,25.0,3,1,He tweeted on Saturday:,0
3,25.0,3,2,"His demand for Mr. Kaepernick's silence came two days after The New York Times reported on another form of silence that comes with the privilege of dedicating your life, breaking your body and soul, to be in the N.F.L.",1
3,25.0,3,3,"Doctors, it said, had found a severe level of the degenerative brain disease chronic traumatic encephalopathy, or C.T.E., in Aaron Hernandez, the 27-year-old former New England Patriot who committed suicide in April while imprisoned on a murder sente",0
3,25.0,3,4,His brain showed the kind of damage usually seen in players in their 60s.,0
3,25.0,3,5,C.T.E.,0
3,25.0,3,6,'s toll on players' health - a recent survey found C.T.E.,0
3,25.0,3,7,in the brains of 110 of 111 former N.F.L.,0
3,25.0,3,8,players examined - was of no concern to Mr. Trump.,1
3,25.0,3,9,"At a political rally in Alabama on Friday, the president complained about referees penalizing teams for excessive violence.",1
3,25.0,3,10,"Demonstrating with his fists colliding, he referred to a ""beautiful tackle"" that earned a 15-yard penalty.",1
3,25.0,3,11,"""They're ruining the game,"" he said.",1
3,25.0,3,12,"He dismissed a fear that has led thousands of parents to keep their children from playing football, as casually as he disregarded the fears of Mr. Kaepernick for the safety and dignity of young black and Hispanic men off the field.",1
3,25.0,3,13,"""Wouldn't you love to see one of these N.F.L.",1
3,25.0,3,14,"owners, when somebody disrespects our flag, to say, 'Get that son of a bitch off the field right now, out, he's fired,' "" he said at Friday's rally.",0
3,25.0,3,15,Mr. Kaepernick has essentially gotten that message already from the Trump-loving owners of N.F.L.,1
3,25.0,3,16,"teams, none of whom have even offered him a backup position despite a striking level of mediocrity among even many starting quarterbacks.",0
3,25.0,3,17,But the president was not just speaking to Mr. Kaepernick.,1
3,25.0,3,18,His message was to anyone who would protest racial injustice or inequity.,1
3,25.0,3,19,Shut up.,1
3,25.0,2,t,The President Demands Silence From Colin Kaepernick,0
3,25.0,2,0,"President Trump showed an awkward sense of timing in denouncing Colin Kaepernick, the former Super Bowl quarterback who last season began kneeling during the national anthem to protest police injustice against minorities.",1
3,25.0,2,1,He tweeted on Saturday:,0
3,25.0,2,2,"His demand for Mr. Kaepernick's silence came two days after The New York Times reported on another form of silence that comes with the privilege of dedicating your life, breaking your body and soul, to be in the N.F.L.",0
3,25.0,2,3,"Doctors, it said, had found a severe level of the degenerative brain disease chronic traumatic encephalopathy, or C.T.E., in Aaron Hernandez, the 27-year-old former New England Patriot who committed suicide in April while imprisoned on a murder sente",0
3,25.0,2,4,His brain showed the kind of damage usually seen in players in their 60s.,0
3,25.0,2,5,C.T.E.,0
3,25.0,2,6,'s toll on players' health - a recent survey found C.T.E.,0
3,25.0,2,7,in the brains of 110 of 111 former N.F.L.,0
3,25.0,2,8,players examined - was of no concern to Mr. Trump.,1
3,25.0,2,9,"At a political rally in Alabama on Friday, the president complained about referees penalizing teams for excessive violence.",0
3,25.0,2,10,"Demonstrating with his fists colliding, he referred to a ""beautiful tackle"" that earned a 15-yard penalty.",1
3,25.0,2,11,"""They're ruining the game,"" he said.",0
3,25.0,2,12,"He dismissed a fear that has led thousands of parents to keep their children from playing football, as casually as he disregarded the fears of Mr. Kaepernick for the safety and dignity of young black and Hispanic men off the field.",1
3,25.0,2,13,"""Wouldn't you love to see one of these N.F.L.",0
3,25.0,2,14,"owners, when somebody disrespects our flag, to say, 'Get that son of a bitch off the field right now, out, he's fired,' "" he said at Friday's rally.",0
3,25.0,2,15,Mr. Kaepernick has essentially gotten that message already from the Trump-loving owners of N.F.L.,0
3,25.0,2,16,"teams, none of whom have even offered him a backup position despite a striking level of mediocrity among even many starting quarterbacks.",0
3,25.0,2,17,But the president was not just speaking to Mr. Kaepernick.,0
3,25.0,2,18,His message was to anyone who would protest racial injustice or inequity.,1
3,25.0,2,19,Shut up.,1
3,25.0,3,t,The President Demands Silence From Colin Kaepernick,0
3,25.0,3,0,"President Trump showed an awkward sense of timing in denouncing Colin Kaepernick, the former Super Bowl quarterback who last season began kneeling during the national anthem to protest police injustice against minorities.",0
3,25.0,3,1,He tweeted on Saturday:,0
3,25.0,3,2,"His demand for Mr. Kaepernick's silence came two days after The New York Times reported on another form of silence that comes with the privilege of dedicating your life, breaking your body and soul, to be in the N.F.L.",0
3,25.0,3,3,"Doctors, it said, had found a severe level of the degenerative brain disease chronic traumatic encephalopathy, or C.T.E., in Aaron Hernandez, the 27-year-old former New England Patriot who committed suicide in April while imprisoned on a murder sente",1
3,25.0,3,4,His brain showed the kind of damage usually seen in players in their 60s.,0
3,25.0,3,5,C.T.E.,0
3,25.0,3,6,'s toll on players' health - a recent survey found C.T.E.,0
3,25.0,3,7,in the brains of 110 of 111 former N.F.L.,0
3,25.0,3,8,players examined - was of no concern to Mr. Trump.,1
3,25.0,3,9,"At a political rally in Alabama on Friday, the president complained about referees penalizing teams for excessive violence.",1
3,25.0,3,10,"Demonstrating with his fists colliding, he referred to a ""beautiful tackle"" that earned a 15-yard penalty.",1
3,25.0,3,11,"""They're ruining the game,"" he said.",1
3,25.0,3,12,"He dismissed a fear that has led thousands of parents to keep their children from playing football, as casually as he disregarded the fears of Mr. Kaepernick for the safety and dignity of young black and Hispanic men off the field.",0
3,25.0,3,13,"""Wouldn't you love to see one of these N.F.L.",1
3,25.0,3,14,"owners, when somebody disrespects our flag, to say, 'Get that son of a bitch off the field right now, out, he's fired,' "" he said at Friday's rally.",1
3,25.0,3,15,Mr. Kaepernick has essentially gotten that message already from the Trump-loving owners of N.F.L.,1
3,25.0,3,16,"teams, none of whom have even offered him a backup position despite a striking level of mediocrity among even many starting quarterbacks.",0
3,25.0,3,17,But the president was not just speaking to Mr. Kaepernick.,0
3,25.0,3,18,His message was to anyone who would protest racial injustice or inequity.,1
3,25.0,3,19,Shut up.,0
3,26.0,1,t,"Trump: 'Standing with locked arms is good, kneeling is not acceptable'",0
3,26.0,1,0,"President Trump has responded to players from multiple NFL teams kneeling or locking arms on Sunday, tweeting that taking a knee is not acceptable, and suggested the act of protest will lead to bad ratings for the league?셲 games.",0
3,26.0,1,1,"Meanwhile, while one Pittsburgh team did not come out of the locker room for the anthem on Sunday, another has accepted the president's invitation to join him at the White House.",0
3,26.0,1,2,"Trump tweeted that the Stanley Cup Champion Pittsburgh Penguins will be joining him at the White House, but did not provide a date.",0
3,26.0,1,3,"""Great team!""",0
3,26.0,1,4,he added.,0
3,26.0,1,5,The Pittsburgh Steelers on Sunday chose not to participate in the national anthem ceremony at all at Soldier Field in Chicago for their noon game against the Chicago Bears.,0
3,26.0,1,6,"Elsewhere, owners from the Atlanta Falcons, Detroit Lions, New York Jets, Miami Dolphins, Philadelphia Eagles and Jacksonville Jaguars have now joined players on the field in solidarity.",0
3,26.0,1,7,"One owner, Robert Kraft of the New England Patriots, criticized Trump, who he has previously called a very good friend, saying he is ""deeply disappointed"" in the president?셲 comments condemning NFL players who kneel in protest during the national ant",0
3,26.0,1,8,"""There is no greater unifier in this country than sports, and unfortunately, nothing more divisive than politics,"" Kraft said in a statement tweeted by the Patriots",0
3,26.0,1,9,"""I think our political leaders could learn a lot from the lessons of teamwork and the importance of working together toward a common goal,"" the statement said.",0
3,26.0,1,10,"""Our players are intelligent, thoughtful, and care deeply about our community and I support their right to peacefully affect social change and raise awareness in a manner that they feel is impactful.""",0
3,26.0,1,11,"The public disagreement comes only months after the Patriots made a formal visit to the White House in April during which Kraft called Trump a ""very good friend.""",0
3,26.0,1,12,"Kraft's comments came shortly after Trump early on Sunday morning turned his attention to NFL fans in his feud with the league over players who kneel in protest during the national anthem, saying many people ""stay away"" from the games ""because they ",0
3,26.0,1,13,"The president also suggested that if fans refuse to go to games due to the protests, ""you will see change fast.""",0
3,26.0,1,14,Trump's tweets Sunday came just a couple of hours before a series of NFL games scheduled for the day begin.,0
3,26.0,1,15,"Earlier, on Saturday night, the president slammed NFL Commissioner Roger Goodell for speaking out against Trump's condemnation of kneeling players and statement that team owners should fire those players.",0
3,26.0,1,16,"Goodell is ""trying to justify the total disrespect certain players show to our country,"" Trump tweeted",0
3,26.0,1,17,"""Divisive comments like these demonstrate an unfortunate lack of respect for the NFL, our great game and all of our players, and a failure to understand the overwhelming force for good our clubs and players represent in our communities.""",0
3,26.0,1,18,NFL players across the league and their union -- and even some team officials -- were more direct in their response to Trump's criticism Friday night of the handful of NFL players who have kneeled or sat on the bench during the national anthem perfo,0
3,26.0,1,19,The practice was most famously done by former San Francisco 49ers quarterback Colin Kaepernick.,0
3,26.0,2,t,"Trump: 'Standing with locked arms is good, kneeling is not acceptable'",0
3,26.0,2,0,"President Trump has responded to players from multiple NFL teams kneeling or locking arms on Sunday, tweeting that taking a knee is not acceptable, and suggested the act of protest will lead to bad ratings for the league?셲 games.",0
3,26.0,2,1,"Meanwhile, while one Pittsburgh team did not come out of the locker room for the anthem on Sunday, another has accepted the president's invitation to join him at the White House.",0
3,26.0,2,2,"Trump tweeted that the Stanley Cup Champion Pittsburgh Penguins will be joining him at the White House, but did not provide a date.",0
3,26.0,2,3,"""Great team!""",0
3,26.0,2,4,he added.,0
3,26.0,2,5,The Pittsburgh Steelers on Sunday chose not to participate in the national anthem ceremony at all at Soldier Field in Chicago for their noon game against the Chicago Bears.,0
3,26.0,2,6,"Elsewhere, owners from the Atlanta Falcons, Detroit Lions, New York Jets, Miami Dolphins, Philadelphia Eagles and Jacksonville Jaguars have now joined players on the field in solidarity.",0
3,26.0,2,7,"One owner, Robert Kraft of the New England Patriots, criticized Trump, who he has previously called a very good friend, saying he is ""deeply disappointed"" in the president?셲 comments condemning NFL players who kneel in protest during the national ant",0
3,26.0,2,8,"""There is no greater unifier in this country than sports, and unfortunately, nothing more divisive than politics,"" Kraft said in a statement tweeted by the Patriots",0
3,26.0,2,9,"""I think our political leaders could learn a lot from the lessons of teamwork and the importance of working together toward a common goal,"" the statement said.",0
3,26.0,2,10,"""Our players are intelligent, thoughtful, and care deeply about our community and I support their right to peacefully affect social change and raise awareness in a manner that they feel is impactful.""",0
3,26.0,2,11,"The public disagreement comes only months after the Patriots made a formal visit to the White House in April during which Kraft called Trump a ""very good friend.""",0
3,26.0,2,12,"Kraft's comments came shortly after Trump early on Sunday morning turned his attention to NFL fans in his feud with the league over players who kneel in protest during the national anthem, saying many people ""stay away"" from the games ""because they ",0
3,26.0,2,13,"The president also suggested that if fans refuse to go to games due to the protests, ""you will see change fast.""",0
3,26.0,2,14,Trump's tweets Sunday came just a couple of hours before a series of NFL games scheduled for the day begin.,0
3,26.0,2,15,"Earlier, on Saturday night, the president slammed NFL Commissioner Roger Goodell for speaking out against Trump's condemnation of kneeling players and statement that team owners should fire those players.",0
3,26.0,2,16,"Goodell is ""trying to justify the total disrespect certain players show to our country,"" Trump tweeted",0
3,26.0,2,17,"""Divisive comments like these demonstrate an unfortunate lack of respect for the NFL, our great game and all of our players, and a failure to understand the overwhelming force for good our clubs and players represent in our communities.""",0
3,26.0,2,18,NFL players across the league and their union -- and even some team officials -- were more direct in their response to Trump's criticism Friday night of the handful of NFL players who have kneeled or sat on the bench during the national anthem perfo,0
3,26.0,2,19,The practice was most famously done by former San Francisco 49ers quarterback Colin Kaepernick.,0
3,26.0,2,t,"Trump: 'Standing with locked arms is good, kneeling is not acceptable'",0
3,26.0,2,0,"President Trump has responded to players from multiple NFL teams kneeling or locking arms on Sunday, tweeting that taking a knee is not acceptable, and suggested the act of protest will lead to bad ratings for the league?셲 games.",0
3,26.0,2,1,"Meanwhile, while one Pittsburgh team did not come out of the locker room for the anthem on Sunday, another has accepted the president's invitation to join him at the White House.",0
3,26.0,2,2,"Trump tweeted that the Stanley Cup Champion Pittsburgh Penguins will be joining him at the White House, but did not provide a date.",0
3,26.0,2,3,"""Great team!""",0
3,26.0,2,4,he added.,0
3,26.0,2,5,The Pittsburgh Steelers on Sunday chose not to participate in the national anthem ceremony at all at Soldier Field in Chicago for their noon game against the Chicago Bears.,0
3,26.0,2,6,"Elsewhere, owners from the Atlanta Falcons, Detroit Lions, New York Jets, Miami Dolphins, Philadelphia Eagles and Jacksonville Jaguars have now joined players on the field in solidarity.",0
3,26.0,2,7,"One owner, Robert Kraft of the New England Patriots, criticized Trump, who he has previously called a very good friend, saying he is ""deeply disappointed"" in the president?셲 comments condemning NFL players who kneel in protest during the national ant",0
3,26.0,2,8,"""There is no greater unifier in this country than sports, and unfortunately, nothing more divisive than politics,"" Kraft said in a statement tweeted by the Patriots",0
3,26.0,2,9,"""I think our political leaders could learn a lot from the lessons of teamwork and the importance of working together toward a common goal,"" the statement said.",0
3,26.0,2,10,"""Our players are intelligent, thoughtful, and care deeply about our community and I support their right to peacefully affect social change and raise awareness in a manner that they feel is impactful.""",0
3,26.0,2,11,"The public disagreement comes only months after the Patriots made a formal visit to the White House in April during which Kraft called Trump a ""very good friend.""",0
3,26.0,2,12,"Kraft's comments came shortly after Trump early on Sunday morning turned his attention to NFL fans in his feud with the league over players who kneel in protest during the national anthem, saying many people ""stay away"" from the games ""because they ",0
3,26.0,2,13,"The president also suggested that if fans refuse to go to games due to the protests, ""you will see change fast.""",0
3,26.0,2,14,Trump's tweets Sunday came just a couple of hours before a series of NFL games scheduled for the day begin.,0
3,26.0,2,15,"Earlier, on Saturday night, the president slammed NFL Commissioner Roger Goodell for speaking out against Trump's condemnation of kneeling players and statement that team owners should fire those players.",1
3,26.0,2,16,"Goodell is ""trying to justify the total disrespect certain players show to our country,"" Trump tweeted",0
3,26.0,2,17,"""Divisive comments like these demonstrate an unfortunate lack of respect for the NFL, our great game and all of our players, and a failure to understand the overwhelming force for good our clubs and players represent in our communities.""",0
3,26.0,2,18,NFL players across the league and their union -- and even some team officials -- were more direct in their response to Trump's criticism Friday night of the handful of NFL players who have kneeled or sat on the bench during the national anthem perfo,1
3,26.0,2,19,The practice was most famously done by former San Francisco 49ers quarterback Colin Kaepernick.,0
3,26.0,2,t,"Trump: 'Standing with locked arms is good, kneeling is not acceptable'",0
3,26.0,2,0,"President Trump has responded to players from multiple NFL teams kneeling or locking arms on Sunday, tweeting that taking a knee is not acceptable, and suggested the act of protest will lead to bad ratings for the league?셲 games.",1
3,26.0,2,1,"Meanwhile, while one Pittsburgh team did not come out of the locker room for the anthem on Sunday, another has accepted the president's invitation to join him at the White House.",0
3,26.0,2,2,"Trump tweeted that the Stanley Cup Champion Pittsburgh Penguins will be joining him at the White House, but did not provide a date.",0
3,26.0,2,3,"""Great team!""",0
3,26.0,2,4,he added.,1
3,26.0,2,5,The Pittsburgh Steelers on Sunday chose not to participate in the national anthem ceremony at all at Soldier Field in Chicago for their noon game against the Chicago Bears.,0
3,26.0,2,6,"Elsewhere, owners from the Atlanta Falcons, Detroit Lions, New York Jets, Miami Dolphins, Philadelphia Eagles and Jacksonville Jaguars have now joined players on the field in solidarity.",0
3,26.0,2,7,"One owner, Robert Kraft of the New England Patriots, criticized Trump, who he has previously called a very good friend, saying he is ""deeply disappointed"" in the president?셲 comments condemning NFL players who kneel in protest during the national ant",0
3,26.0,2,8,"""There is no greater unifier in this country than sports, and unfortunately, nothing more divisive than politics,"" Kraft said in a statement tweeted by the Patriots",1
3,26.0,2,9,"""I think our political leaders could learn a lot from the lessons of teamwork and the importance of working together toward a common goal,"" the statement said.",0
3,26.0,2,10,"""Our players are intelligent, thoughtful, and care deeply about our community and I support their right to peacefully affect social change and raise awareness in a manner that they feel is impactful.""",1
3,26.0,2,11,"The public disagreement comes only months after the Patriots made a formal visit to the White House in April during which Kraft called Trump a ""very good friend.""",0
3,26.0,2,12,"Kraft's comments came shortly after Trump early on Sunday morning turned his attention to NFL fans in his feud with the league over players who kneel in protest during the national anthem, saying many people ""stay away"" from the games ""because they ",1
3,26.0,2,13,"The president also suggested that if fans refuse to go to games due to the protests, ""you will see change fast.""",0
3,26.0,2,14,Trump's tweets Sunday came just a couple of hours before a series of NFL games scheduled for the day begin.,1
3,26.0,2,15,"Earlier, on Saturday night, the president slammed NFL Commissioner Roger Goodell for speaking out against Trump's condemnation of kneeling players and statement that team owners should fire those players.",0
3,26.0,2,16,"Goodell is ""trying to justify the total disrespect certain players show to our country,"" Trump tweeted",1
3,26.0,2,17,"""Divisive comments like these demonstrate an unfortunate lack of respect for the NFL, our great game and all of our players, and a failure to understand the overwhelming force for good our clubs and players represent in our communities.""",1
3,26.0,2,18,NFL players across the league and their union -- and even some team officials -- were more direct in their response to Trump's criticism Friday night of the handful of NFL players who have kneeled or sat on the bench during the national anthem perfo,0
3,26.0,2,19,The practice was most famously done by former San Francisco 49ers quarterback Colin Kaepernick.,1
3,26.0,2,t,"Trump: 'Standing with locked arms is good, kneeling is not acceptable'",0
3,26.0,2,0,"President Trump has responded to players from multiple NFL teams kneeling or locking arms on Sunday, tweeting that taking a knee is not acceptable, and suggested the act of protest will lead to bad ratings for the league?셲 games.",0
3,26.0,2,1,"Meanwhile, while one Pittsburgh team did not come out of the locker room for the anthem on Sunday, another has accepted the president's invitation to join him at the White House.",0
3,26.0,2,2,"Trump tweeted that the Stanley Cup Champion Pittsburgh Penguins will be joining him at the White House, but did not provide a date.",1
3,26.0,2,3,"""Great team!""",1
3,26.0,2,4,he added.,0
3,26.0,2,5,The Pittsburgh Steelers on Sunday chose not to participate in the national anthem ceremony at all at Soldier Field in Chicago for their noon game against the Chicago Bears.,1
3,26.0,2,6,"Elsewhere, owners from the Atlanta Falcons, Detroit Lions, New York Jets, Miami Dolphins, Philadelphia Eagles and Jacksonville Jaguars have now joined players on the field in solidarity.",1
3,26.0,2,7,"One owner, Robert Kraft of the New England Patriots, criticized Trump, who he has previously called a very good friend, saying he is ""deeply disappointed"" in the president?셲 comments condemning NFL players who kneel in protest during the national ant",0
3,26.0,2,8,"""There is no greater unifier in this country than sports, and unfortunately, nothing more divisive than politics,"" Kraft said in a statement tweeted by the Patriots",0
3,26.0,2,9,"""I think our political leaders could learn a lot from the lessons of teamwork and the importance of working together toward a common goal,"" the statement said.",0
3,26.0,2,10,"""Our players are intelligent, thoughtful, and care deeply about our community and I support their right to peacefully affect social change and raise awareness in a manner that they feel is impactful.""",1
3,26.0,2,11,"The public disagreement comes only months after the Patriots made a formal visit to the White House in April during which Kraft called Trump a ""very good friend.""",1
