id_event,id_article,article_bias,id_sentence,sentence_text,bias_score
2,12.0,3,7,"Facebook said 270,000 people downloaded the app.",1
2,12.0,3,8,"But people familiar with how such systems work - including a former Cambridge Analytica employee - said the app would have given Cambridge access to information on the friends of each of those people, a number that almost certainly reached into the t",2
2,12.0,3,9,"The Observer of London and the New York Times reported Saturday that Cambridge Analytica had gained access to information on 50 million Facebook users, citing internal documents and interviews with former employees and associates.",1
2,12.0,3,10,Facebook declined to confirm or deny this number.,2
2,12.0,3,11,"It issued a statement noting its past actions to limit access to this kind of personal information, which, until changes were made in 2014 and 2015, was routinely available about any users who did not explicitly act to prevent the release of what ""l",2
2,12.0,3,12,"""In 2014, after hearing feedback from the Facebook community, we made an update to ensure that each person decides what information they want to share about themselves, including their friend list,"" the statement said.",2
2,12.0,3,13,"Facebook on Friday banned Kogan, the parent company of Cambridge Analytica and a former Cambridge employee for improperly sharing the data and failing to destroy it after concerns arose about it in 2015.",3
2,12.0,3,14,"Facebook had asked the parties back then to certify they would not abuse data, but it did not take further action beyond that warning.",1
2,12.0,3,15,"Despite Facebook's concerns in 2015, the social network continued to work with Cambridge Analytica.",2
2,12.0,3,16,"During the presidential election, Facebook employees assisting Donald Trump's digital operation worked in the same office as Cambridge Analytica workers, according to a video by the BBC.",2
2,12.0,3,17,"One former Cambridge employee, Joseph Chancellor, continues to work at Facebook as a user-experience researcher, according to Facebook's public website.",1
2,12.0,3,18,Some critics said Facebook's actions on Friday were an insufficient response to a far-reaching data grab that had informed the decision-making of multiple political operations.,1
2,12.0,3,19,Trump's campaign paid Cambridge Analytica at least $6 million for data analysis in the final five months of a close election.,1
2,12.0,2,t,Trump campaign consultant took data about millions of users without their knowledge,2
2,12.0,2,0,"Facebook's recent suspension of Cambridge Analytica, a data analytics firm that played a key role in President Trump's 2016 campaign, highlights the rapid rise of a company that claimed it had reached new heights in marrying the art of political pers",2
2,12.0,2,1,"Four years after the company began offering Republican political candidates the promise of groundbreaking tools for delivering political messages tailored to the psychological traits of voters, serious questions remain about its tactics and effective",1
2,12.0,2,2,What is clear is that the services Cambridge Analytica offered are increasingly coveted by modern political campaigns.,0
2,12.0,2,3,"Yet Facebook users had few indications of how their personal data was collected, refashioned and deployed on behalf of candidates.",1
2,12.0,2,4,"A Cambridge University professor working for Cambridge Analytica in 2014 created an app, called Thisisyourdigitallife, that offered personality predictions and billed itself on Facebook as ""a research app used by psychologists.""",1
2,12.0,2,5,"The professor, a Russian American named Aleksandr Kogan, used the app to gain access to demographic information - including the names of users, their ""likes,"" friend lists, and other data.",2
2,12.0,2,6,"Once obtained by Cambridge Analytica, political campaigns could use those profiles to target users with highly tailored messages, ads or fundraising requests.",1
2,12.0,2,7,"Facebook said 270,000 people downloaded the app.",0
2,12.0,2,8,"But people familiar with how such systems work - including a former Cambridge Analytica employee - said the app would have given Cambridge access to information on the friends of each of those people, a number that almost certainly reached into the t",1
2,12.0,2,9,"The Observer of London and the New York Times reported Saturday that Cambridge Analytica had gained access to information on 50 million Facebook users, citing internal documents and interviews with former employees and associates.",2
2,12.0,2,10,Facebook declined to confirm or deny this number.,1
2,12.0,2,11,"It issued a statement noting its past actions to limit access to this kind of personal information, which, until changes were made in 2014 and 2015, was routinely available about any users who did not explicitly act to prevent the release of what ""l",2
2,12.0,2,12,"""In 2014, after hearing feedback from the Facebook community, we made an update to ensure that each person decides what information they want to share about themselves, including their friend list,"" the statement said.",2
2,12.0,2,13,"Facebook on Friday banned Kogan, the parent company of Cambridge Analytica and a former Cambridge employee for improperly sharing the data and failing to destroy it after concerns arose about it in 2015.",1
2,12.0,2,14,"Facebook had asked the parties back then to certify they would not abuse data, but it did not take further action beyond that warning.",0
2,12.0,2,15,"Despite Facebook's concerns in 2015, the social network continued to work with Cambridge Analytica.",1
2,12.0,2,16,"During the presidential election, Facebook employees assisting Donald Trump's digital operation worked in the same office as Cambridge Analytica workers, according to a video by the BBC.",2
2,12.0,2,17,"One former Cambridge employee, Joseph Chancellor, continues to work at Facebook as a user-experience researcher, according to Facebook's public website.",1
2,12.0,2,18,Some critics said Facebook's actions on Friday were an insufficient response to a far-reaching data grab that had informed the decision-making of multiple political operations.,2
2,12.0,2,19,Trump's campaign paid Cambridge Analytica at least $6 million for data analysis in the final five months of a close election.,1
2,13.0,2,t,Data Firm Tied to Trump Campaign Talked Business With Russians,1
2,13.0,2,0,"Lukoil was interested in how data was used to target American voters, according to two former company insiders who said there were at least three meetings with Lukoil executives in London and Turkey.",1
2,13.0,2,1,"SCL and Lukoil denied that the talks were political in nature, and SCL also said there were no meetings in London.",2
2,13.0,2,2,The contacts took place as Cambridge Analytica was building a roster of Republican political clients in the United States - and harvesting the Facebook profiles of over 50 million users to develop tools it said could analyze voters' behavior.,1
2,13.0,2,3,"Cambridge Analytica also included extensive questions about Russia's president, Vladimir V. Putin, in surveys it was carrying out in American focus groups in 2014.",1
2,13.0,2,4,"It is not clear what - or which client - prompted the line of questioning, which asked for views on topics ranging from Mr. Putin's popularity to Russian expansionism.",1
2,13.0,2,5,"On two promotional documents obtained by The New York Times, SCL said it did business in Russia.",1
2,13.0,2,6,"In both documents, the country is highlighted on world maps that specify the location of SCL clients, with one of the maps noting that the clients were for the firm's elections division.",1
2,13.0,2,7,"In a statement, SCL said an employee had done ""commercial work"" about 25 years ago ""for a private company in Russia.""",1
2,13.0,2,8,Cambridge Analytica has been a political flash point since its role in the Trump campaign attracted scrutiny after the election.,1
2,13.0,2,9,"While Mr. Nix's firm turned over some records to the House Permanent Select Committee on Intelligence during its investigation of Russian interference, Democrats on the committee want a fuller review.",1
2,13.0,2,10,"""It is imperative to interview a broader range of individuals employed by or linked to Cambridge Analytica,"" they said in a report this month.",1
2,13.0,2,11,"Asked about the Russian oil company, a spokesman for SCL said that in 2014 the firm's commercial division ""discussed helping Lukoil Turkey better engage with its loyalty-card customers at gas stations.""",2
2,13.0,2,12,The spokesman said SCL was not ultimately hired.,1
2,13.0,2,13,"Arash Repac, chief executive of Lukoil Eurasia Petrol, offered a different explanation for the talks.",1
2,13.0,2,14,He said that a meeting he attended with SCL in Turkey involved a promotional campaign with local soccer teams.,1
2,13.0,2,15,"""We needed somebody to guide us with the customer data that we were collecting,"" he wrote in response to a question from The Times.",1
2,13.0,2,16,"""Even though our campaign went ahead, we decided not to cooperate with SCL.",1
2,13.0,2,17,"No contracts were signed.""",1
2,13.0,2,18,"But Christopher Wylie, who helped found Cambridge Analytica and develop the company's voter-profiling technology, said Lukoil showed interest in how the company used data to tailor messaging to American voters.",1
2,13.0,2,19,"""I remember being super confused,"" said Mr. Wylie, who took part in one of the Lukoil meetings.",2
2,13.0,3,t,Data Firm Tied to Trump Campaign Talked Business With Russians,2
2,13.0,3,0,"Lukoil was interested in how data was used to target American voters, according to two former company insiders who said there were at least three meetings with Lukoil executives in London and Turkey.",2
2,13.0,3,1,"SCL and Lukoil denied that the talks were political in nature, and SCL also said there were no meetings in London.",3
2,13.0,3,2,The contacts took place as Cambridge Analytica was building a roster of Republican political clients in the United States - and harvesting the Facebook profiles of over 50 million users to develop tools it said could analyze voters' behavior.,2
2,13.0,3,3,"Cambridge Analytica also included extensive questions about Russia's president, Vladimir V. Putin, in surveys it was carrying out in American focus groups in 2014.",2
2,13.0,3,4,"It is not clear what - or which client - prompted the line of questioning, which asked for views on topics ranging from Mr. Putin's popularity to Russian expansionism.",2
2,13.0,3,5,"On two promotional documents obtained by The New York Times, SCL said it did business in Russia.",2
2,13.0,3,6,"In both documents, the country is highlighted on world maps that specify the location of SCL clients, with one of the maps noting that the clients were for the firm's elections division.",2
2,13.0,3,7,"In a statement, SCL said an employee had done ""commercial work"" about 25 years ago ""for a private company in Russia.""",2
2,13.0,3,8,Cambridge Analytica has been a political flash point since its role in the Trump campaign attracted scrutiny after the election.,2
2,13.0,3,9,"While Mr. Nix's firm turned over some records to the House Permanent Select Committee on Intelligence during its investigation of Russian interference, Democrats on the committee want a fuller review.",1
2,13.0,3,10,"""It is imperative to interview a broader range of individuals employed by or linked to Cambridge Analytica,"" they said in a report this month.",2
2,13.0,3,11,"Asked about the Russian oil company, a spokesman for SCL said that in 2014 the firm's commercial division ""discussed helping Lukoil Turkey better engage with its loyalty-card customers at gas stations.""",2
2,13.0,3,12,The spokesman said SCL was not ultimately hired.,2
2,13.0,3,13,"Arash Repac, chief executive of Lukoil Eurasia Petrol, offered a different explanation for the talks.",2
2,13.0,3,14,He said that a meeting he attended with SCL in Turkey involved a promotional campaign with local soccer teams.,2
2,13.0,3,15,"""We needed somebody to guide us with the customer data that we were collecting,"" he wrote in response to a question from The Times.",2
2,13.0,3,16,"""Even though our campaign went ahead, we decided not to cooperate with SCL.",2
2,13.0,3,17,"No contracts were signed.""",2
2,13.0,3,18,"But Christopher Wylie, who helped found Cambridge Analytica and develop the company's voter-profiling technology, said Lukoil showed interest in how the company used data to tailor messaging to American voters.",2
2,13.0,3,19,"""I remember being super confused,"" said Mr. Wylie, who took part in one of the Lukoil meetings.",2
2,13.0,3,t,Data Firm Tied to Trump Campaign Talked Business With Russians,2
2,13.0,3,0,"Lukoil was interested in how data was used to target American voters, according to two former company insiders who said there were at least three meetings with Lukoil executives in London and Turkey.",3
2,13.0,3,1,"SCL and Lukoil denied that the talks were political in nature, and SCL also said there were no meetings in London.",3
2,13.0,3,2,The contacts took place as Cambridge Analytica was building a roster of Republican political clients in the United States - and harvesting the Facebook profiles of over 50 million users to develop tools it said could analyze voters' behavior.,3
2,13.0,3,3,"Cambridge Analytica also included extensive questions about Russia's president, Vladimir V. Putin, in surveys it was carrying out in American focus groups in 2014.",2
2,13.0,3,4,"It is not clear what - or which client - prompted the line of questioning, which asked for views on topics ranging from Mr. Putin's popularity to Russian expansionism.",2
2,13.0,3,5,"On two promotional documents obtained by The New York Times, SCL said it did business in Russia.",2
2,13.0,3,6,"In both documents, the country is highlighted on world maps that specify the location of SCL clients, with one of the maps noting that the clients were for the firm's elections division.",2
2,13.0,3,7,"In a statement, SCL said an employee had done ""commercial work"" about 25 years ago ""for a private company in Russia.""",2
2,13.0,3,8,Cambridge Analytica has been a political flash point since its role in the Trump campaign attracted scrutiny after the election.,2
2,13.0,3,9,"While Mr. Nix's firm turned over some records to the House Permanent Select Committee on Intelligence during its investigation of Russian interference, Democrats on the committee want a fuller review.",2
2,13.0,3,10,"""It is imperative to interview a broader range of individuals employed by or linked to Cambridge Analytica,"" they said in a report this month.",2
2,13.0,3,11,"Asked about the Russian oil company, a spokesman for SCL said that in 2014 the firm's commercial division ""discussed helping Lukoil Turkey better engage with its loyalty-card customers at gas stations.""",3
2,13.0,3,12,The spokesman said SCL was not ultimately hired.,2
2,13.0,3,13,"Arash Repac, chief executive of Lukoil Eurasia Petrol, offered a different explanation for the talks.",2
2,13.0,3,14,He said that a meeting he attended with SCL in Turkey involved a promotional campaign with local soccer teams.,3
2,13.0,3,15,"""We needed somebody to guide us with the customer data that we were collecting,"" he wrote in response to a question from The Times.",2
2,13.0,3,16,"""Even though our campaign went ahead, we decided not to cooperate with SCL.",2
2,13.0,3,17,"No contracts were signed.""",2
2,13.0,3,18,"But Christopher Wylie, who helped found Cambridge Analytica and develop the company's voter-profiling technology, said Lukoil showed interest in how the company used data to tailor messaging to American voters.",2
2,13.0,3,19,"""I remember being super confused,"" said Mr. Wylie, who took part in one of the Lukoil meetings.",2
2,13.0,2,t,Data Firm Tied to Trump Campaign Talked Business With Russians,2
2,13.0,2,0,"Lukoil was interested in how data was used to target American voters, according to two former company insiders who said there were at least three meetings with Lukoil executives in London and Turkey.",1
2,13.0,2,1,"SCL and Lukoil denied that the talks were political in nature, and SCL also said there were no meetings in London.",2
2,13.0,2,2,The contacts took place as Cambridge Analytica was building a roster of Republican political clients in the United States - and harvesting the Facebook profiles of over 50 million users to develop tools it said could analyze voters' behavior.,2
2,13.0,2,3,"Cambridge Analytica also included extensive questions about Russia's president, Vladimir V. Putin, in surveys it was carrying out in American focus groups in 2014.",1
2,13.0,2,4,"It is not clear what - or which client - prompted the line of questioning, which asked for views on topics ranging from Mr. Putin's popularity to Russian expansionism.",1
2,13.0,2,5,"On two promotional documents obtained by The New York Times, SCL said it did business in Russia.",1
2,13.0,2,6,"In both documents, the country is highlighted on world maps that specify the location of SCL clients, with one of the maps noting that the clients were for the firm's elections division.",1
2,13.0,2,7,"In a statement, SCL said an employee had done ""commercial work"" about 25 years ago ""for a private company in Russia.""",2
2,13.0,2,8,Cambridge Analytica has been a political flash point since its role in the Trump campaign attracted scrutiny after the election.,1
2,13.0,2,9,"While Mr. Nix's firm turned over some records to the House Permanent Select Committee on Intelligence during its investigation of Russian interference, Democrats on the committee want a fuller review.",2
2,13.0,2,10,"""It is imperative to interview a broader range of individuals employed by or linked to Cambridge Analytica,"" they said in a report this month.",1
2,13.0,2,11,"Asked about the Russian oil company, a spokesman for SCL said that in 2014 the firm's commercial division ""discussed helping Lukoil Turkey better engage with its loyalty-card customers at gas stations.""",3
2,13.0,2,12,The spokesman said SCL was not ultimately hired.,2
2,13.0,2,13,"Arash Repac, chief executive of Lukoil Eurasia Petrol, offered a different explanation for the talks.",2
2,13.0,2,14,He said that a meeting he attended with SCL in Turkey involved a promotional campaign with local soccer teams.,2
2,13.0,2,15,"""We needed somebody to guide us with the customer data that we were collecting,"" he wrote in response to a question from The Times.",2
2,13.0,2,16,"""Even though our campaign went ahead, we decided not to cooperate with SCL.",2
2,13.0,2,17,"No contracts were signed.""",1
2,13.0,2,18,"But Christopher Wylie, who helped found Cambridge Analytica and develop the company's voter-profiling technology, said Lukoil showed interest in how the company used data to tailor messaging to American voters.",1
2,13.0,2,19,"""I remember being super confused,"" said Mr. Wylie, who took part in one of the Lukoil meetings.",1
2,13.0,1,t,Data Firm Tied to Trump Campaign Talked Business With Russians,1
2,13.0,1,0,"Lukoil was interested in how data was used to target American voters, according to two former company insiders who said there were at least three meetings with Lukoil executives in London and Turkey.",1
2,13.0,1,1,"SCL and Lukoil denied that the talks were political in nature, and SCL also said there were no meetings in London.",2
2,13.0,1,2,The contacts took place as Cambridge Analytica was building a roster of Republican political clients in the United States - and harvesting the Facebook profiles of over 50 million users to develop tools it said could analyze voters' behavior.,1
2,13.0,1,3,"Cambridge Analytica also included extensive questions about Russia's president, Vladimir V. Putin, in surveys it was carrying out in American focus groups in 2014.",1
2,13.0,1,4,"It is not clear what - or which client - prompted the line of questioning, which asked for views on topics ranging from Mr. Putin's popularity to Russian expansionism.",2
2,13.0,1,5,"On two promotional documents obtained by The New York Times, SCL said it did business in Russia.",0
2,13.0,1,6,"In both documents, the country is highlighted on world maps that specify the location of SCL clients, with one of the maps noting that the clients were for the firm's elections division.",1
2,13.0,1,7,"In a statement, SCL said an employee had done ""commercial work"" about 25 years ago ""for a private company in Russia.""",2
2,13.0,1,8,Cambridge Analytica has been a political flash point since its role in the Trump campaign attracted scrutiny after the election.,1
2,13.0,1,9,"While Mr. Nix's firm turned over some records to the House Permanent Select Committee on Intelligence during its investigation of Russian interference, Democrats on the committee want a fuller review.",1
2,13.0,1,10,"""It is imperative to interview a broader range of individuals employed by or linked to Cambridge Analytica,"" they said in a report this month.",0
2,13.0,1,11,"Asked about the Russian oil company, a spokesman for SCL said that in 2014 the firm's commercial division ""discussed helping Lukoil Turkey better engage with its loyalty-card customers at gas stations.""",2
2,13.0,1,12,The spokesman said SCL was not ultimately hired.,2
2,13.0,1,13,"Arash Repac, chief executive of Lukoil Eurasia Petrol, offered a different explanation for the talks.",1
2,13.0,1,14,He said that a meeting he attended with SCL in Turkey involved a promotional campaign with local soccer teams.,0
2,13.0,1,15,"""We needed somebody to guide us with the customer data that we were collecting,"" he wrote in response to a question from The Times.",1
2,13.0,1,16,"""Even though our campaign went ahead, we decided not to cooperate with SCL.",0
2,13.0,1,17,"No contracts were signed.""",1
2,13.0,1,18,"But Christopher Wylie, who helped found Cambridge Analytica and develop the company's voter-profiling technology, said Lukoil showed interest in how the company used data to tailor messaging to American voters.",1
2,13.0,1,19,"""I remember being super confused,"" said Mr. Wylie, who took part in one of the Lukoil meetings.",2
2,14.0,1,t,Senate Judiciary Dem calls on Zuckerberg to testify before committee,2
2,14.0,1,0,Sen. Amy Klobuchar Amy Jean KlobucharOvernight Health Care: Trump eases rules on insurance outside ObamaCare | HHS office on religious rights gets 300 complaints in a month | GOP chair eyes opioid bill vote by Memorial Day Overnight Regulation: Trump,2
2,14.0,1,1,"""Facebook breach: This is a major breach that must be investigated.",1
2,14.0,1,2,It's clear these platforms can't police themselves.,2
2,14.0,1,3,I've called for more transparency & accountability for online political ads.,0
2,14.0,1,4,"They say ""trust us.""",0
2,14.0,1,5,"Mark Zuckerberg needs to testify before Senate Judiciary,"" Klobuchar, a member of the committee, wrote on Twitter.",0
2,14.0,1,6,"Her comment came in response to the news that  Cambridge Analytica, the data firm used by the Trump campaign, obtained private information of more than 50 million people without their permission for campaign uses.",2
2,14.0,1,7,It was also reported that senior members of Cambridge Analytica met with Russian business executives ahead of the 2016 campaign.,2
2,14.0,1,8,Facebook suspended the group on Friday for not fully deleting all of the data it had obtained.,2
2,14.0,1,9,Klobucar also said that Cambridge Analytica taking data on Facebook users is further justification for regulating technology companies via her Honest Ads Act.,2
2,14.0,1,10,"She introduced the bill in late 2017, which would hold internet platforms like Facebook to similar political ad disclosure standards as radio, TV and print outlets.",2
2,14.0,1,11,"Sen. Mark Warner Mark Robert WarnerLawmakers worry about rise of fake video technology Mueller indictment reveals sophisticated Russian manipulation effort GOP cautious, Dems strident in reaction to new indictments MORE (D-Va.) who co-sponsored the ",0
2,14.0,1,12,"""Whether it's allowing Russians to purchase political ads, or extensive micro-targeting based on ill-gotten user data, it's clear that, left unregulated, this market will continue to be prone to deception and lacking in transparency,"" he said in a s",1
2,14.0,1,13,"""This is another strong indication of the need for Congress to quickly pass the Honest Ads Act to bring transparency and accountability to online political advertisements.""",2
2,14.0,1,14,"Facebook's general counsel, Colin Stretch, testified in front of the Judiciary Committee alongside top lawyers from Google and Twitter, at the end of October about Russian manipulation on its platform.",1
2,14.0,1,15,"At the time, some lawmakers said that they would also like to see top executives from the firm appear before Congress.",0
2,14.0,1,16,"The social media platform has already been under increased scrutiny after it was revealed that Russian actors potentially linked to Russia spent $100,000 on political advertisements on the site during the presidential campaign.",1
2,14.0,1,17,Facebook has been cooperating with investigators.,1
2,14.0,1,18,The information about the ads was handed to Congress and special counsel Robert Mueller Robert Swan MuellerSasse: US should applaud choice of Mueller to lead Russia probe MORE for their investigations into Russian interference in the election.,2
2,14.0,3,t,Senate Judiciary Dem calls on Zuckerberg to testify before committee,2
