source_bias,id_event,id_article,id_sentence,sentence_text
1,1,1.0,6,"""Johnson then drove to a graffiti - report bridge outside of Mount Washington , Ky. , a quiet and isolated spot called the River Bottoms ."""
1,1,1.0,6,"""Johnson then drove to a graffiti - brood bridge outside of Mount Washington , Ky. , a quiet and isolated spot cry the River Bottoms ."""
1,1,1.0,7,"""He parked , have out of his car , and shot himself with a .40 - bore handgun , according to Bullitt County Sheriff Donnie Tinnell ."""
1,1,1.0,7,"""He park , bring forth out of his car , and shot himself with a .40 - caliber handgun , according to Bullitt County Sheriff Donnie Tinnell ."""
1,1,1.0,7,"""He parked , got out of his machine , and frivol away himself with a .40 - caliber handgun , according to Bullitt County Sheriff Donnie Tinnell ."""
1,1,1.0,7,"""He park , got out of his car , and photograph himself with a .40 - caliber handgun , according to Bullitt County Sheriff Donnie Tinnell ."""
1,1,1.0,8,"""The apparent suicide of a well - known local Republican here was another dark and dramatic turn in the nation 's recent reckoning with sexual assault and harassment , with near - daily revelations about powerful men conduce to sudden falls from positions o"""
1,1,1.0,8,"""The apparent suicide of a well - known local Republican here was another dark and dramatic turn in the nation 's recent reckoning with sexual assault and harassment , with near - daily revelations about powerful men leading to sudden hang from positions oxygen"""
1,1,1.0,8,"""The apparent suicide of a well - known local Republican here was another dark and dramatic turn in the Nation 's recent reckoning with sexual assault and harassment , with near - daily revelations about powerful Man leading to sudden falls from positions o"""
1,1,1.0,8,"""The apparent suicide of a well - known local Republican here was another dark and dramatic turn in the nation 's recent reckoning with sexual assault and molestation , with near - daily Revelation about powerful men leading to sudden falls from positions o"""
1,1,1.0,9,"""Many of those cases have led to denials , resignations , apologies ; though Johnson denied the allegation , some believe they pushed him over the border ."""
1,1,1.0,9,"""many of those cases have led to denials , resignations , apologies ; though Johnson abnegate the allegations , some believe they pushed him over the edge ."""
1,1,1.0,9,"""many of those cases have led to denials , resignations , apologies ; though Johnson refuse the allegations , some believe they pushed him over the edge ."""
1,1,1.0,9,"""many of those cases have guide to denials , resignations , apologies ; though Johnson denied the allegations , some believe they pushed him over the edge ."""
1,1,1.0,10,"""Johnson 's wife , Rebecca , announced Thursday that she plans to substitute him in the United States Department of State legislature ."""
1,1,1.0,10,"""Johnson 's wife , Rebecca , announced Thursday that she plans to supercede him in the province legislature ."""
1,1,1.0,10,"""Johnson 's married woman , Rebecca , announced Thursday that she plans to supersede him in the state legislature ."""
1,1,1.0,10,"""Johnson 's wife , Rebecca , annunciate Thursday that she plans to replace him in the state legislative body ."""
1,1,1.0,11,"""She spent the day at a funeral home arranging her husband 's service , consoling her congeneric and cover to do what she does best - fighting for her family , said David Adams , a family friend and spokesman ."""
1,1,1.0,11,"""She spent the day at a funeral home arranging her husband 's service , consoling her congener and continuing to do what she does best - fighting for her family , said David Adams , a family Quaker and spokesman ."""
1,1,1.0,11,"""She spent the day at a funeral home arranging her husband 's service , consoling her relatives and go along to cause what she does best - fighting for her family , said David Adams , a family friend and spokesman ."""
1,1,1.0,11,"""She spent the day at a funeral home arranging her married man 's serve , consoling her relatives and continuing to do what she does best - fighting for her family , said David Adams , a family friend and spokesman ."""
1,1,1.0,12,""" Dan is gone but the news report of his life is far from over , "" Rebecca Johnson pronounce through Adams ."""
1,1,1.0,12,""" Dan is fit but the story of his life is far from over , "" Rebecca Johnson say through Adams ."""
1,1,1.0,12,""" Dan is endure but the story of his spirit is far from over , "" Rebecca Johnson said through Adams ."""
1,1,1.0,12,""" Dan is decease but the taradiddle of his life is far from over , "" Rebecca Johnson said through Adams ."""
1,1,1.0,13,""" These high - tech lynchings based on lie and half - truths ca n't be allowed to bring home the bacon the day ."""
1,1,1.0,13,""" These high - tech lynchings based on lies and half - trueness ca n't be allow to win the day ."""
1,1,1.0,13,""" These high - tech lynchings based on lies and half - truths ca n't be reserve to win the day ."""
1,1,1.0,13,""" These high - tech lynchings based on Trygve Halvden Lie and half - truths ca n't be allowed to win the day ."""
1,1,1.0,14,"""I 've been fighting behind my married man for 30 geezerhood and his fight will go on . """
1,1,1.0,14,"""I 've been struggle behind my husband for 30 eld and his fight will go on . """
1,1,1.0,14,"""I 've been struggle behind my husband for 30 years and his scrap will go on . """
1,1,1.0,14,"""I 've been fighting behind my husband for 30 years and his fighting will operate on . """
1,1,1.0,15,"""Johnson 's death shook his family , friends , constituents and appendage of his church , with Kentucky 's political elite immediately verbalize their sadness ."""
1,1,1.0,15,"""Johnson 's death shook his family , friends , constituents and members of his church , with Kentucky 's political elite group immediately expressing their gloominess ."""
1,1,1.0,15,"""Johnson 's death shook his crime syndicate , friends , constituents and fellow member of his church , with Kentucky 's political elite immediately expressing their sadness ."""
1,1,1.0,15,"""Johnson 's death shook his family , friends , constituents and members of his church , with Kentucky 's political elite group immediately expressing their sorrowfulness ."""
1,1,1.0,16,Gov.
1,1,1.0,17,"""Matt Bevin ( R ) compose on Twitter : "" My sum breaks for his family    May God indeed shed His grace on us all "" and Sen. Rand Paul ( R - Ky. ) said in a tweet : "" I can not imagine his pain or the heartbreak his family is dealing with . """
1,1,1.0,17,"""Matt Bevin ( R ) wrote on Twitter : "" My heart breaks for his family    May God indeed moult His grace on us all "" and Sen. Rand Paul ( R - Ky. ) said in a tweet : "" I can not reckon his pain or the heartbreak his family is dealing with . """
1,1,1.0,17,"""Matt Bevin ( R ) wrote on Twitter : "" My heart breaks for his house    May God indeed cast His grace on us all "" and Sen. Rand Paul ( R - Ky. ) said in a tweet : "" I can not imagine his pain or the heartbreak his house is dealing with . """
1,1,1.0,17,"""Matt Bevin ( R ) wrote on Twitter : "" My center reveal for his family    May God indeed shed His grace on us all "" and Sen. Rand Paul ( R - Ky. ) said in a tweet : "" I can not imagine his pain or the heartbreak his family is dealing with . """
1,1,1.0,18,"""[ White House urges Roy Moore to confess , as sponsor look for evidence of ' voter fraud ' ]"""
1,1,1.0,18,"""[ White House urges Roy Moore to profess , as supporters look for grounds of ' voter fraud ' ]"""
1,1,1.0,18,"""[ White House urges Roy Moore to concede , as friend seem for evidence of ' voter fraud ' ]"""
1,1,1.0,18,"""[ White House urges Roy Moore to concede , as supporters look for grounds of ' elector fraud ' ]"""
1,1,1.0,19,"""The din began Monday , when the Kentucky Center for Investigative Reporting published allegations that Johnson sexually assaulted his girl 's friend during a sleepover in 2013 ."""
1,1,1.0,19,"""The tumult began Monday , when the Kentucky Center for Investigative Reporting published allegations that Johnson sexually assaulted his girl 's friend during a sleepover in 2013 ."""
1,1,1.0,19,"""The tumult began Monday , when the Kentucky Center for Investigative Reporting release allegation that Johnson sexually assaulted his daughter 's friend during a sleepover in 2013 ."""
2,1,2.0,t,"""Kentucky lawmaker Dan Johnson shoot down himself after sexual assault allegation"""
2,1,2.0,t,"""Kentucky lawmaker Dan Johnson shoot down himself after sexual assault allegement"""
2,1,2.0,t,"""Kentucky lawmaker Dan Johnson killed himself after sexual Assault allegement"""
2,1,2.0,t,"""Kentucky lawmaker Dan Johnson killed himself after sexual assault allegation"""
2,1,2.0,0,"""( CNN ) A Kentucky lawmaker charge of sexually assaulting a teenage girl in 2013 killed himself Wednesday , officials say , a day after he denied the allegation ."""
2,1,2.0,0,"""( CNN ) A Kentucky lawmaker charge of sexually assaulting a teenage girl in 2013 killed himself Wednesday , officials articulate , a day after he denied the allegations ."""
2,1,2.0,0,"""( CNN ) A Kentucky lawmaker accused of sexually assaulting a teenage girl in 2013 killed himself Wednesday , official say , a day after he denied the allegation ."""
2,1,2.0,0,"""( CNN ) A Kentucky lawmaker accused of sexually assaulting a teenage girl in 2013 killed himself Wednesday , officials say , a Clarence Day after he denied the allegations ."""
2,1,2.0,1,"""Republican state Rep. Dan Johnson was find dead of a individual gunshot wound near Mount Washington , Bullitt County Coroner Dave Billings said ."""
2,1,2.0,1,"""Republican res publica Rep. Dan Johnson was found dead of a unmarried gunshot wound near Mount Washington , Bullitt County Coroner Dave Billings said ."""
2,1,2.0,1,"""Republican state Rep. Dan Johnson was set up dead of a individual gunshot wound near Mount Washington , Bullitt County Coroner Dave Billings said ."""
2,1,2.0,1,"""Republican province Rep. Dan Johnson was incur dead of a single gunshot wound near Mount Washington , Bullitt County Coroner Dave Billings said ."""
2,1,2.0,2,"""Johnson drove onto a bridge in a rural area southeast of Louisville , parked and shot himself in front of his car , Sheriff Donnie Tinnell evidence CNN affiliate WDRB"""
2,1,2.0,2,"""Johnson drove onto a bridge in a rural expanse southeast of Louisville , parked and shot himself in front of his car , Sheriff Donnie Tinnell told CNN affiliate WDRB"""
2,1,2.0,2,"""Johnson ram onto a bridge in a rural area southeast of Louisville , parked and shoot himself in front of his car , Sheriff Donnie Tinnell told CNN affiliate WDRB"""
2,1,2.0,2,"""Johnson drove onto a bridge in a rural sphere southeast of Louisville , parked and shot himself in strawman of his car , Sheriff Donnie Tinnell told CNN affiliate WDRB"""
2,1,2.0,3,"""charge predominate Johnson 's death a suicide on Thursday after an autopsy , Deputy Coroner Clayton Brunson said ."""
2,1,2.0,3,"""charge ruled Johnson 's death a suicide on Thursday after an autopsy , Deputy Coroner Clayton Brunson order ."""
2,1,2.0,3,"""Billings ruled Johnson 's Death a suicide on Thursday after an autopsy , Deputy Coroner Clayton Brunson said ."""
2,1,2.0,3,"""Billings harness Johnson 's decease a suicide on Thursday after an autopsy , Deputy Coroner Clayton Brunson said ."""
2,1,2.0,4,"""Shortly before his death , Johnson mail a rambling message on social media , denying the sexual assault allegation and urging his family to stay strong for his wife ."""
2,1,2.0,4,"""Shortly before his death , Johnson posted a rambling message on social media , refuse the sexual assault allegations and urging his family to rest strong for his wife ."""
2,1,2.0,4,"""Shortly before his death , Johnson posted a jog message on societal media , denying the sexual assault allegations and urging his family to stay strong for his wife ."""
2,1,2.0,4,"""Shortly before his death , Johnson posted a rambling message on social medium , denying the sexual assault allegations and urging his family to stay potent for his wife ."""
2,1,2.0,5,"""Relatives became concerned after seeing the post and extend to out to law enforcement , who pinged Johnson 's sound and later discovered his body , according to Billings ."""
2,1,2.0,5,"""Relatives became concerned after seeing the post and reached out to law enforcement , who pinged Johnson 's earphone and later discovered his organic structure , according to Billings ."""
2,1,2.0,5,"""Relatives became concerned after seeing the post and reached out to law enforcement , who pinged Johnson 's phone and later fall upon his body , according to charge ."""
2,1,2.0,5,"""Relatives get concerned after seeing the post and accomplish out to law enforcement , who pinged Johnson 's phone and later discovered his body , according to Billings ."""
2,1,2.0,6,"""Billings said he was called to the vista around 7:30 p.m."""
2,1,2.0,6,"""charge said he was called to the view around 7:30 p.m."""
2,1,2.0,6,"""charge said he was called to the scene around 7:30 p.m."""
2,1,2.0,6,"""Billings said he was predict to the scene around 7:30 p.m."""
2,1,2.0,7,"""Authorities get word Johnson 's body in front of his truck and a 40 - quality semi - automatic handgun nearby , he said ."""
2,1,2.0,7,"""Authorities discovered Johnson 's body in front of his truck and a 40 - caliber semi - automatic shooting iron nearby , he said ."""
2,1,2.0,7,"""Authorities discovered Johnson 's body in front of his truck and a 40 - caliber semi - automatic pistol nearby , he enunciate ."""
2,1,2.0,8,"""CNN has arrive at out to the Bullitt County Sheriff 's Office and the Kentucky regulator 's office but has not heard back ."""
2,1,2.0,8,"""CNN has accomplish out to the Bullitt County Sheriff 's Office and the Kentucky regulator 's office but has not heard back ."""
2,1,2.0,8,"""CNN has progress to out to the Bullitt County Sheriff 's Office and the Kentucky governor 's office but has not find out back ."""
2,1,2.0,8,"""CNN has reached out to the Bullitt County Sheriff 's Office and the Kentucky governor 's function but has not try back ."""
2,1,2.0,9,"""His accuser said the alleged sexual assault took place in the early hours of New Year 's Day in 2013 when she was 17 , according to the center 's explosive investigative report published Monday ."""
2,1,2.0,9,"""His accuser said the alleged sexual assault took place in the early hours of New Year 's sidereal day in 2013 when she was 17 , according to the center 's explosive investigative story published Monday ."""
2,1,2.0,9,"""His accuser said the alleged sexual assault took plaza in the early hours of New Year 's Day in 2013 when she was 17 , according to the center 's explosive investigative account published Monday ."""
2,1,2.0,9,"""His accuser said the alleged sexual violation took place in the early minute of New Year 's Day in 2013 when she was 17 , according to the center 's explosive investigative report published Monday ."""
2,1,2.0,10,"""The accuser , identify as Maranda Richmond , is now 21 ."""
2,1,2.0,10,"""The accuser , place as Maranda Richmond , is now 21 ."""
2,1,2.0,10,"""The accuser , describe as Maranda Richmond , is now 21 ."""
2,1,2.0,10,"""The accuser , name as Maranda Richmond , is now 21 ."""
2,1,2.0,11,"""She said she was continue in a living field of Louisville 's Heart of Fire Church , where Johnson was pastor , when he drunkenly kissed and fondled her underneath her clothes , according to the investigative report ."""
2,1,2.0,11,"""She said she was outride in a living country of Louisville 's Heart of Fire Church , where Johnson was pastor , when he drunkenly kissed and fondled her underneath her clothes , according to the investigative report ."""
2,1,2.0,11,"""She said she was stay put in a living area of Louisville 's Heart of Fire Church , where Johnson was pastor , when he drunkenly kissed and fondled her underneath her clothes , according to the investigative news report ."""
2,1,2.0,11,"""She order she was bide in a living area of Louisville 's Heart of Fire Church , where Johnson was pastor , when he drunkenly kissed and fondled her underneath her clothes , according to the investigative report ."""
2,1,2.0,12,"""The sum got its hands on constabulary documents about the accusations and interviewed Richmond , leading to its story on how Johnson allegedly forced himself on her when she was a teenager ."""
2,1,2.0,12,"""The center got its hands on police force written document about the accusations and interviewed Richmond , leading to its story on how Johnson allegedly forced himself on her when she was a teenager ."""
2,1,2.0,12,"""The kernel got its hands on police documents about the accusations and interviewed Richmond , leading to its story on how Johnson allegedly ram himself on her when she was a teenager ."""
2,1,2.0,12,"""The center got its hands on police force documents about the accusations and interviewed Richmond , leading to its tarradiddle on how Johnson allegedly forced himself on her when she was a teenager ."""
2,1,2.0,13,"""Johnson denied the allegations , a day after the center put out its report , saying Richmond was motivated by his political opponents ."""
2,1,2.0,13,"""Johnson traverse the allegations , a day after the center of attention published its report , saying Richmond was motivated by his political opponents ."""
2,1,2.0,13,"""Johnson denied the allegations , a day after the inwardness published its report , saying Richmond was motivated by his political opposite ."""
2,1,2.0,13,"""Johnson denied the allegation , a day after the essence published its report , saying Richmond was motivated by his political opponents ."""
2,1,2.0,14,""" This allegement touch on this young girl absolutely has no merit , "" he said ."""
2,1,2.0,14,""" This allegement concerning this young girl absolutely birth no merit , "" he said ."""
2,1,2.0,14,""" This allegation occupy this young girl absolutely take in no merit , "" he said ."""
2,1,2.0,14,""" This allegement concerning this young young woman absolutely has no merit , "" he said ."""
2,1,2.0,15,""" As a matter of fact , some of this I get a line yesterday for the first time as I read the news report . """
2,1,2.0,15,""" As a matter of fact , some of this I heard yesterday for the first time as I read the story . """
2,1,2.0,15,""" As a issue of fact , some of this I heard yesterday for the first time as I read the narrative . """
2,1,2.0,15,""" As a matter of fact , some of this I see yesterday for the first time as I register the story . """
2,1,2.0,16,"""The same day Johnson held a news league , Louisville detectives reopen the investigation , according to the Kentucky Center for Investigative Reporting ."""
2,1,2.0,16,"""The like day Johnson throw a news conference , Louisville detectives reopened the investigation , according to the Kentucky Center for Investigative Reporting ."""
2,1,2.0,16,"""The same sidereal day Johnson held a news league , Louisville detectives reopened the investigation , according to the Kentucky Center for Investigative Reporting ."""
2,1,2.0,16,"""The same Clarence Shepard Day Jr. Johnson held a news conference , Louisville detectives reopened the investigation , consort to the Kentucky Center for Investigative Reporting ."""
2,1,2.0,17,"""Johnson posted a message on his Facebook page Wednesday evening , saying the accusation "" are false "" and "" only God knows the the true . """
2,1,2.0,17,"""Johnson posted a content on his Facebook page Wednesday even , saying the accusations "" are false "" and "" only God knows the truth . """
2,1,2.0,17,"""Johnson post a message on his Facebook page Wednesday evening , saying the accusations "" are false "" and "" only God knows the trueness . """
2,1,2.0,17,"""Johnson mail a message on his Facebook page Wednesday evening , saying the accusations "" are false "" and "" only God knows the accuracy . """
2,1,2.0,18,"""The post come along to have been cancel ."""
2,1,2.0,18,"""The Charles William Post appears to have been delete ."""
2,1,2.0,18,"""The post seem to have been erase ."""
2,1,2.0,18,"""The office appears to have been delete ."""
2,1,2.0,19,""" GOD and only GOD knows the Sojourner Truth , nothing is the way they establish it out to be ."""
2,1,2.0,19,""" GOD and only GOD have it away the truth , nothing is the way they cause it out to be ."""
2,1,2.0,19,""" GOD and only GOD fuck the trueness , nothing is the way they make it out to be ."""
2,1,2.0,19,""" GOD and only GOD lie with the true statement , nothing is the way they make it out to be ."""
1,1,3.0,t,"""Dan Johnson , Kentucky lawmaker who killed himself , claim he raised woman from the dead"""
1,1,3.0,t,"""Dan Johnson , Kentucky lawmaker who shoot down himself , claimed he raised fair sex from the dead"""
1,1,3.0,t,"""Dan Johnson , Kentucky lawmaker who stamp out himself , claimed he set up woman from the dead"""
1,1,3.0,t,"""Dan Johnson , Kentucky lawgiver who belt down himself , claimed he raised woman from the dead"""
1,1,3.0,0,"""The Kentucky preacher - wrench - politician who killed himself after being accused of molesting a teenager claim he once raised a woman "" from the dead . """
1,1,3.0,0,"""The Kentucky preacher - turned - politico who killed himself after being incriminate of molesting a teenager claimed he once raised a woman "" from the dead . """
1,1,3.0,0,"""The Kentucky preacher - turned - politician who killed himself after being accuse of molesting a teenager claimed he once raised a woman "" from the dead . """
1,1,3.0,0,"""The Kentucky preacher - change by reversal - politician who killed himself after being accused of harry a teenager claimed he once raised a woman "" from the dead . """
1,1,3.0,1,"""State Rep. Dan Johnson also declared that he watched the second hijacked plane slam into the World Trade Center from his hotel room and spent the next two weeks blessing bodies as they were removed from the ruins at a morgue he congeal up at Ground Zero ."""
1,1,3.0,1,"""State Rep. Dan Johnson also declared that he catch the second hijacked plane slam into the World Trade Center from his hotel room and spent the next two weeks blessing bodies as they were absent from the ruins at a morgue he set up at Ground Zero ."""
1,1,3.0,1,"""State Rep. Dan Johnson also declared that he look out the second hijacked plane slam into the World Trade Center from his hotel room and pass the next two weeks blessing bodies as they were removed from the ruins at a morgue he set up at Ground Zero ."""
1,1,3.0,1,"""State Rep. Dan Johnson also announce that he watched the second hijacked plane slam into the World Trade Center from his hotel room and spent the next two weeks blessing bodies as they were removed from the ruins at a morgue he set up at Ground Zero ."""
1,1,3.0,2,"""Johnson also boasted about being a White House chaplain for both Bush United States President and Bill Clinton , and concede to have been a peacemaker in Los Angeles during the 1992 Rodney King riots ."""
1,1,3.0,2,"""Johnson also boast about being a White House chaplain for both Bush chairman and Bill Clinton , and professed to have been a peacemaker in Los Angeles during the 1992 Rodney King riots ."""
1,1,3.0,2,"""Johnson also boasted about being a White House chaplain for both Bush chair and Bill Clinton , and profess to have been a peacemaker in Los Angeles during the 1992 Rodney King riots ."""
1,1,3.0,2,"""Johnson also tout about being a White House chaplain for both Bush presidents and Bill Clinton , and professed to have been a peacemaker in Los Angeles during the 1992 Rodney King riots ."""
1,1,3.0,3,"""These were some of the unlikely stories that "" Bishop Johnson "" posted on the World Wide Web internet site of his Heart of Fire Church , in a rural county south of Louisville ."""
1,1,3.0,3,"""These were some of the unlikely report that "" Bishop Johnson "" posted on the web site of his Heart of Fire Church , in a rural county south of Louisville ."""
1,1,3.0,3,"""These were some of the unlikely stories that "" Bishop Johnson "" posted on the web land site of his Heart of Fire Church , in a rural county south of Louisville ."""
1,1,3.0,3,"""These were some of the unlikely fib that "" Bishop Johnson "" posted on the World Wide Web site of his Heart of Fire Church , in a rural county south of Louisville ."""
1,1,3.0,4,"""Those tales were largely debunked in a Kentucky Center for Investigative Reporting unmasking that revealed that Johnson was accused by a then 17 - year - old Maranda Richmond of drunkenly sexually attack her on New Year 's Eve 2012 ."""
1,1,3.0,4,"""Those tales were largely debunked in a Kentucky Center for Investigative Reporting unmasking that revealed that Johnson was accused by a then 17 - year - old Maranda Richmond of drunkenly sexually assaulting her on New Year 's Eve 2012 ."""
1,1,3.0,4,"""Those tales were largely expose in a Kentucky Center for Investigative Reporting expose that revealed that Johnson was accused by a then 17 - year - old Maranda Richmond of drunkenly sexually assaulting her on New Year 's Eve 2012 ."""
1,1,3.0,4,"""Those tales were largely debunked in a Kentucky Center for Investigative Reporting expose that revealed that Johnson was criminate by a then 17 - year - old Maranda Richmond of drunkenly sexually assaulting her on New Year 's Eve 2012 ."""
1,1,3.0,5,"""Johnson , a 57 - year - old Republican who represented mostly rural Bullitt County , denied the allegation Tuesday during a news conference at his church service ."""
1,1,3.0,5,"""Johnson , a 57 - year - old Republican who represented mostly rural Bullitt County , deny the allegement Tuesday during a news conference at his church ."""
1,1,3.0,5,"""Johnson , a 57 - year - old Republican who represented mostly rural Bullitt County , denied the allegation Tuesday during a intelligence conference at his church ."""
1,1,3.0,5,"""Johnson , a 57 - twelvemonth - old Republican who represented mostly rural Bullitt County , denied the allegation Tuesday during a newsworthiness conference at his church ."""
1,1,3.0,6,"""He also defied bipartisan phone call for him to quit ."""
1,1,3.0,6,"""He also resist bipartisan phone call for him to resign ."""
1,1,3.0,6,"""He also resist bipartisan calls for him to resign ."""
1,1,3.0,6,"""He also defied bipartisan calls for him to step down ."""
1,1,3.0,7,""" This allegation concerning this lady , this immature miss , absolutely has no merit , these are unfounded accusations , totally , "" he said ."""
1,1,3.0,7,""" This allegement concerning this lady , this young girl , absolutely bear no merit , these are unfounded accusations , totally , "" he said ."""
1,1,3.0,7,""" This allegation worry this lady , this young girl , absolutely has no merit , these are unfounded accusations , totally , "" he sound out ."""
1,1,3.0,7,""" This allegation concerning this lady , this young missy , absolutely has no virtue , these are unfounded accusations , totally , "" he said ."""
1,1,3.0,8,"""But a slight after 7 p.m. Wednesday , Johnson killed himself with a gunshot to the head , law said , about two hours after posting another strident denial on a since - deleted Facebook post in which he also wrote that post - traumatic stress disorder fro"""
1,1,3.0,8,"""But a little after 7 p.m. Wednesday , Johnson killed himself with a gunshot to the head , police said , about two hours after posting another strident denial on a since - deleted Facebook post in which he also wrote that post - traumatic stress disorderliness fro"""
1,1,3.0,8,"""But a little after 7 p.m. Wednesday , Johnson killed himself with a gunshot to the head , police said , about two hours after posting another strident denial on a since - deleted Facebook mail service in which he also wrote that mail service - traumatic stress disorder fro"""
1,1,3.0,10,"""BUT HEAVEN IS MY rest home , "" he pen ."""
1,1,3.0,10,"""BUT HEAVEN IS MY base , "" he write ."""
1,1,3.0,10,"""BUT HEAVEN IS MY abode , "" he indite ."""
1,1,3.0,11,"""Not long after his death was ruled a suicide , Johnson 's wife , Rebecca , who is the "" pastor "" of their church , denote Thursday that she will run for his seat and called her husband 's death a "" high - tech lynching based on lies and half - truths . """
1,1,3.0,11,"""Not long after his destruction was ruled a suicide , Johnson 's wife , Rebecca , who is the "" pastor "" of their church , announced Thursday that she will run for his seat and called her husband 's destruction a "" high - tech lynching based on lies and half - truths . """
1,1,3.0,11,"""Not long after his end was find a suicide , Johnson 's wife , Rebecca , who is the "" pastor "" of their church , announced Thursday that she will run for his seat and called her husband 's end a "" high - tech lynching based on lies and half - truths . """
1,1,3.0,11,"""Not long after his death was prevail a suicide , Johnson 's wife , Rebecca , who is the "" pastor "" of their church , announced Thursday that she will run for his seat and send for her husband 's death a "" high - tech lynching based on lies and half - truths . """
1,1,3.0,12,"""KCIP found that Johnson 's claim that he had brought a dead woman back to life while serving as a missioner in South America was ground on a letter written by another preacher who admitted he had n't seen the supposed miracle and only heard about it ."""
1,1,3.0,12,"""KCIP found that Johnson 's claim that he had brought a dead woman back to aliveness while serving as a missionary in South America was based on a letter written by another preacher who accommodate he had n't seen the supposed miracle and only heard about it ."""
1,1,3.0,12,"""KCIP found that Johnson 's claim that he had brought a dead woman back to life while serving as a missionary in South America was based on a alphabetic character written by another preacher who admitted he had n't seen the supposed miracle and only heard about it ."""
1,1,3.0,12,"""KCIP found that Johnson 's claim that he had work a dead woman back to life while serving as a missionary in South America was based on a letter written by another sermonizer who admitted he had n't seen the supposed miracle and only heard about it ."""
1,1,3.0,13,"""And while the Kentucky reporters found records that placed Johnson in New York City on or around 9/11 , it 's unlikely he watched a woodworking plane clangor into one of the Twin Towers from "" The New Yorker Hotel , "" as he claimed on the web site ."""
1,1,3.0,13,"""And while the Kentucky reporters found records that localise Johnson in New York City on or around 9/11 , it 's unlikely he watched a aeroplane crash into one of the Twin Towers from "" The New Yorker Hotel , "" as he claimed on the web site ."""
1,1,3.0,13,"""And while the Kentucky reporters found records that placed Johnson in New York City on or around 9/11 , it 's unlikely he watched a sheet crash into one of the Twin Towers from "" The New Yorker Hotel , "" as he claimed on the web web site ."""
1,1,3.0,13,"""And while the Kentucky reporters found platter that placed Johnson in New York City on or around 9/11 , it 's unlikely he observe a plane crash into one of the Twin Towers from "" The New Yorker Hotel , "" as he claimed on the web site ."""
1,1,3.0,14,"""The Wyndham New Yorker Hotel is not a Admiralty mile away , as Johnson publish ."""
1,1,3.0,14,"""The Wyndham New Yorker Hotel is not a Admiralty mile away , as Johnson save ."""
